YB,DIAM,MASS,L_BOL,LM,TEMP,LRATIO,T_BOL,SURF_DENS,F8,F12,F24,F70
5138.0,0.652580115,85.95930164,2950.43451,34.32362123,22.4,191.9,48.98,0.05,0.2465,0.0958,0.1954,6.4567
5139.0,0.546722068,1007.054868,5019.411536,4.984248321,17.9,45.5,38.28,0.89,0.2741,0.0735,0.3045,8.1777
5140.0,0.17369637,72.08831167,1007.073871,13.97000217,20.6,94.6,44.81,0.63,1.1496,0.3388,1.1891,34.6164
5141.0,0.384694262,2394.167195,46375.75412,19.37030722,30.2,71.0,34.0,4.31,4.8627,,,441.1747
5142.0,0.443427562,3752.75536,106455.2373,28.36722011,27.4,125.3,49.94,5.09,2.7644,1.6826,,548.23
5144.0,0.567833656,4460.743111,69795.53128,15.64661527,23.2,90.3,46.16,3.68,1.1892,0.2225,,165.0958
5145.0,0.473052632,91.16913758,2070.644504,22.71212121,22.5,127.4,46.17,0.11,0.2125,0.0552,0.366,6.537
5147.0,0.177152209,11.29952615,23.77521115,2.104089219,13.6,36.3,42.79,0.1,0.0174,0.0038,,0.5533
5148.0,0.544,564.128,2880.752,5.106557377,17.6,0.7,40.63,0.57,0.3261,0.0696,,
5150.0,1.470404624,3398.070086,15937.37326,4.690124942,14.5,69.9,55.16,0.42,1.3256,0.2357,2.1729,39.5376
5151.0,0.169592629,76.84298558,1067.734918,13.89502126,21.2,89.0,45.99,0.71,0.5518,0.1319,0.7476,36.4786
5152.0,0.08,36.7,1203.3,32.78746594,23.5,175.7,51.71,1.57,2.4033,1.7083,,265.4648
5153.0,0.08603352,9.172345155,37.54068572,4.092812153,15.7,49.7,49.33,0.33,0.0962,0.0357,0.2762,4.3865
5154.0,0.7668566,1825.333759,28828.32481,15.79345403,17.7,147.0,72.4,0.82,1.3601,0.2741,,71.1882
5156.0,1.204480458,2719.143749,18230.66387,6.704560536,16.7,70.7,54.27,0.49,1.3492,0.7006,5.9474,59.68
5157.0,0.604277674,845.3637747,7393.684068,8.74615673,18.1,77.6,45.53,0.61,1.1066,0.2814,1.9604,42.4602
5159.0,0.838426124,1392.647953,6884.272602,4.943297111,16.9,50.7,42.53,0.53,1.2745,0.2673,1.2474,22.7812
5160.0,0.12624,79.4613472,1276.693734,16.06685237,21.2,104.2,53.64,1.43,0.4766,0.1069,1.701,35.6508
5161.0,1.020373134,2305.047706,14489.28781,6.285894984,15.5,79.7,48.54,0.59,0.7971,0.2219,1.7632,32.4997
5162.0,0.400902935,150.4770613,3366.447099,22.37182911,21.3,138.6,59.58,0.25,1.7821,1.0645,9.1393,55.9086
5163.0,0.549649446,2071.182047,7006.164474,3.382688878,17.2,34.3,37.07,1.84,0.4456,0.1686,0.9896,20.319
5164.0,0.612188366,199.3800846,296.6715694,1.487969925,13.9,24.2,36.2,0.14,,0.062,0.1189,3.0625
5165.0,0.320571429,224.378449,555.7900408,2.477020602,13.0,49.1,48.74,0.55,0.3443,0.1362,0.7535,19.7271
5166.0,0.782220183,5734.538008,51506.48224,8.981801528,25.6,42.0,29.66,2.51,2.8731,,,642.8635
5168.0,0.30359596,22.72369758,207.1444432,9.115789474,17.4,85.5,46.67,0.07,0.2406,,,2.435
5169.0,0.637538462,902.2030769,56152.06551,62.23883176,24.2,306.5,80.99,0.58,7.0329,,,220.2341
5170.0,1.171348941,2116.39049,15053.5704,7.112851088,15.6,87.5,72.01,0.41,1.2316,0.6345,,27.8794
5171.0,0.416353591,2387.855417,57340.43127,24.0133598,25.7,114.4,45.87,3.6,0.9533,0.3753,5.969,243.8506
5173.0,0.23533123,964.5948741,22194.12767,23.00875556,27.1,102.6,46.71,4.69,0.8621,0.2386,2.7929,98.956
5174.0,0.73863806,1607.455764,11431.9669,7.111839188,17.8,65.6,43.24,0.78,0.6972,0.106,0.9504,28.837
5175.0,0.09,9.2,32.2,3.5,15.8,41.7,39.25,0.27,0.0863,0.0457,0.1107,3.2766
5177.0,0.448649835,4553.664374,30643.51414,6.729418688,26.1,33.0,26.08,6.01,2.107,0.6727,7.3918,133.2608
5178.0,0.623796909,784.1889176,11879.93334,15.14932572,19.2,117.8,47.52,0.54,2.0577,0.5123,2.7045,58.7933
5180.0,0.627801047,3045.627243,126365.825,41.49090316,26.4,181.0,51.0,2.03,3.4451,1.3798,,287.8415
5181.0,1.096687117,1303.852159,10049.58223,7.707608696,16.5,83.6,46.35,0.29,0.8122,0.171,0.5501,22.18
5182.0,0.475659341,532.68277,12014.08321,22.55391744,21.0,146.6,51.99,0.62,1.255,0.6585,5.8982,64.7016
5183.0,0.389160839,141.143699,436.7384408,3.094282238,14.2,47.2,46.29,0.25,1.2054,0.3851,,15.6013
5184.0,0.101123596,16.5029668,70.40525186,4.26621787,16.0,49.7,43.93,0.43,0.4527,0.1735,0.4216,9.4791
5186.0,0.870791629,10049.83828,412898.6312,41.08510205,24.8,207.9,55.48,3.51,14.2749,,,
5187.0,0.184271605,86.94622161,2142.519393,24.64189189,22.2,144.0,49.21,0.64,0.5354,0.1215,1.3191,28.1797
5188.0,0.428204651,630.376913,10315.15005,16.36346421,22.9,90.6,42.95,0.93,0.6065,0.1767,1.3769,36.6415
5189.0,0.725596621,4250.933489,5325.982012,1.252897046,14.8,18.4,30.41,2.17,,0.6288,2.9783,
5190.0,0.485533049,333.1157559,2818.677362,8.461555217,17.3,82.2,56.2,0.38,0.4737,0.1085,1.262,11.1798
5191.0,0.738853503,8235.447911,28078.3444,3.409449577,11.8,94.5,60.06,4.04,2.0232,0.8252,,
5193.0,0.531895777,317.3731341,27675.57793,87.20201856,24.8,407.5,60.05,0.3,2.0038,0.5128,5.7156,144.0362
5194.0,0.977289048,4101.241927,25623.07882,6.247638953,18.9,51.3,48.73,1.14,0.3153,0.0618,1.9686,46.7205
5195.0,0.184440789,25.22453147,236.586049,9.379204893,18.1,81.2,44.42,0.2,0.6404,0.2616,0.4057,10.7923
5197.0,0.64969697,1763.34433,15796.62199,8.958330898,18.0,81.1,47.57,1.12,0.9826,0.3456,2.2416,37.3292
5198.0,0.127521614,32.59579849,114.5550789,3.514412417,18.7,29.1,27.59,0.5,0.623,0.188,1.0043,24.2084
5199.0,0.909057971,1111.220759,9278.509964,8.349834983,17.7,77.6,47.19,0.36,0.33,0.099,0.8761,29.7648
5201.0,0.323826087,333.3259735,1939.82645,5.819607843,16.8,61.0,43.14,0.83,0.9924,0.6028,4.3693,
5204.0,0.733627363,1057.668006,10353.08383,9.788595066,16.9,101.2,50.78,0.53,0.7548,0.1807,1.3732,25.5116
5205.0,0.413649025,222.847824,682.505682,3.062653563,13.6,53.6,48.27,0.35,1.0011,0.1454,0.8017,26.9832
5206.0,0.778597122,1767.598758,8787.925049,4.971674147,16.7,53.2,42.76,0.78,0.3724,0.0822,0.8628,19.9153
5207.0,0.197541899,217.8265004,1428.752826,6.55913226,19.7,49.3,36.53,1.44,0.1174,0.0195,0.184,6.3258
5208.0,0.396245734,58.08291302,599.680602,10.3245614,18.0,90.0,53.61,0.1,0.6982,0.1082,1.8057,28.2384
5209.0,0.215875371,42.65031126,268.7267864,6.300699301,16.3,69.4,44.65,0.24,0.2568,0.0551,0.1919,8.7324
5214.0,0.242130584,64.52463244,4469.28479,69.26478495,26.9,281.5,54.25,0.3,8.6136,2.2241,,275.7044
5216.0,0.425912596,1179.863755,189.5671215,0.160668654,11.2,5.0,16.44,1.69,0.3842,0.1168,0.5028,27.6119
5217.0,0.155690236,368.5402805,3026.576245,8.212335002,19.5,66.9,46.21,3.94,1.7366,0.5134,3.3133,75.5595
5218.0,0.796448087,760.1805399,3618.215787,4.759679573,17.0,48.4,43.36,0.31,0.1167,0.0125,0.097,4.9091
5219.0,0.163862816,13.00741571,1989.391323,152.9428571,30.5,502.1,59.91,0.13,3.7526,1.1365,5.9384,82.2081
5221.0,0.139090909,33.40413223,276.8057851,8.286573146,18.7,68.4,41.78,0.47,0.2165,0.0231,0.1312,8.8418
5223.0,0.18994382,225.2017359,448.4256249,1.991217444,14.8,29.0,39.63,1.61,0.438,0.0816,0.5839,11.2091
5224.0,1.190600343,607.2906225,7344.437145,12.09377664,19.2,92.5,43.85,0.11,0.9612,0.2717,0.3234,13.549
5225.0,0.736477064,1538.423384,3010.231315,1.956698882,14.0,32.0,42.0,0.76,0.5656,0.168,0.5175,12.6273
5227.0,0.203684211,46.225,848.6961219,18.3601108,19.8,133.3,51.43,0.3,2.6866,1.0652,3.7191,39.2917
5228.0,0.47608365,311.7299896,946.3343944,3.035750252,14.2,47.1,48.21,0.37,0.4214,0.0787,0.2861,5.798
5229.0,0.727600787,694.9473448,882.0107763,1.26917641,12.6,27.1,44.88,0.35,0.0947,,0.0726,
5231.0,1.276859083,1427.662928,2482.146603,1.73860829,12.9,35.2,43.82,0.23,,0.0149,0.0628,1.3414
5232.0,1.468388934,789.681641,2584.141272,3.272383627,14.0,52.1,54.27,0.1,,0.2168,0.6593,4.6103
5233.0,1.388690176,6712.217854,76706.18347,11.42784474,22.1,67.9,44.33,0.92,2.8699,1.4815,,599.3478
5235.0,0.745360134,5234.168661,105329.2522,20.12339667,23.4,110.8,46.62,2.49,1.2195,0.695,8.5057,216.3468
5236.0,0.396503067,393.2596005,434.7179147,1.105422256,11.8,28.6,56.53,0.67,0.6803,0.39,1.4524,3.304
5237.0,1.102251656,1613.400851,6845.407956,4.242843898,15.4,54.0,49.27,0.36,0.2419,0.0318,0.7547,12.2527
5238.0,0.224237288,272.1731112,770.3754381,2.830461227,17.5,27.6,29.75,1.41,0.3356,0.06,0.5935,23.6914
5239.0,1.365116279,1876.187922,12157.61787,6.479957432,16.3,71.2,47.25,0.27,0.6193,0.1284,0.6759,20.3517
5240.0,0.618871753,921.1997239,7973.880153,8.655973234,16.8,90.8,61.91,0.63,0.2749,0.1269,2.4901,11.4624
5241.0,1.284024691,2322.132135,15777.05822,6.79421209,16.1,77.7,52.48,0.37,0.8287,0.1672,0.8971,29.0761
5242.0,0.669488026,16229.76056,201190.3799,12.39638621,29.2,54.6,38.81,9.64,2.057,1.7204,,751.9194
5246.0,2.071252087,4193.53155,8365.381889,1.994829844,14.1,31.4,42.08,0.26,0.3563,0.107,0.7794,13.8471
5247.0,0.354794521,263.6585457,134.7955917,0.511250608,13.4,9.3,20.18,0.56,2.3574,0.8774,1.8169,24.4667
5248.0,0.817794677,1285.008778,703.8717214,0.547756352,11.6,15.1,38.03,0.5,0.1914,0.0629,0.2082,3.8799
5250.0,0.62984127,347.9841774,13146.20882,37.77817979,21.8,225.4,53.23,0.24,0.4507,0.1625,1.5448,32.8425
5252.0,0.868059846,1299.005772,6175.374119,4.753923541,16.7,50.5,41.46,0.46,1.0877,0.0566,0.4654,18.0811
5253.0,0.449113505,253.1577716,2559.041732,10.10848577,18.8,81.5,44.83,0.34,0.132,0.0262,0.2914,7.8731
5254.0,0.366329966,58.12435466,9326.736274,160.4617605,30.9,512.7,49.79,0.12,6.2122,,,
5255.0,0.292596491,274.2991924,10756.28782,39.21370575,18.9,317.9,54.14,0.85,6.078,,,147.2003
5256.0,0.791590698,309.181185,8121.407269,26.26746925,19.7,190.7,53.87,0.13,0.8769,0.4094,1.7629,23.2747
5257.0,0.923809524,927.8445035,27138.31698,29.24877701,25.1,133.8,47.77,0.29,0.5042,0.0617,1.6857,23.9271
5259.0,0.496961749,2131.148495,100632.7201,47.21994753,23.6,255.3,58.06,2.32,9.7334,,,387.8709
5261.0,0.667210944,1281.985514,104725.3724,81.6899811,27.6,321.3,52.05,0.76,2.585,0.773,6.6098,232.7755
5262.0,0.8296875,1294.610189,20402.15007,15.75929978,19.1,123.3,49.96,0.51,0.6519,0.1627,2.74,53.0274
5263.0,0.803086312,1747.073313,99935.05298,57.20140778,25.4,260.4,53.15,0.73,2.9039,0.8354,,201.7531
5264.0,0.187634855,97.21473115,1884.601367,19.38596491,20.3,134.7,57.36,0.75,2.7088,1.372,10.7714,152.3344
5265.0,0.634882591,10996.86562,293242.7173,26.66602716,29.6,108.9,43.67,7.37,2.2707,1.0335,14.3932,961.3911
5266.0,0.653955409,1466.363769,26278.03518,17.92054314,22.2,105.2,46.82,0.9,0.6476,0.2923,3.5052,52.4591
5267.0,0.406613546,194.5774258,3644.483922,18.73025048,23.8,95.1,43.06,0.32,0.2285,0.0542,0.4552,8.3601
5268.0,0.481251241,375.717263,17491.1748,46.55408874,22.5,264.0,62.87,0.43,0.8469,0.2595,2.6643,49.0927
5271.0,1.187615658,398.074305,236.522886,0.594167679,11.5,16.4,41.2,0.08,,0.0298,0.0924,1.1728
5272.0,0.14,6.5,124.4,19.13846154,20.7,1.2,45.59,0.09,0.4008,0.1673,0.5145,22.3235
5273.0,0.14,10.1,161.2,15.96039604,17.7,214.9,57.63,0.13,0.2652,0.2579,4.1484,30.6982
5274.0,0.264403292,75.05441074,184.1126082,2.453055142,14.2,38.3,44.04,0.28,0.414,0.0901,0.2026,6.3781
5275.0,0.1,23.9,363.0,15.18828452,19.6,1.1,49.57,0.58,1.0983,0.4155,2.8941,72.6828
5276.0,0.23,30.8,480.9,15.61363636,19.1,1.2,48.58,0.16,1.293,0.5801,4.4258,58.1593
5277.0,0.16,21.1,104.4,4.947867299,15.0,0.6,47.83,0.22,0.2764,0.0788,0.4345,17.9879
5278.0,0.171380753,146.5126171,3124.378691,21.32498042,22.5,123.5,48.37,1.37,1.5392,0.6056,,98.7839
5279.0,0.25923913,121.6879332,669.2836326,5.5,19.1,43.3,33.76,0.49,,0.1243,1.1083,
5280.0,0.460792157,4561.32392,314087.2876,68.85879912,35.0,206.0,48.31,5.67,2.0995,0.7548,,679.0766
5283.0,0.27598513,187.5665842,2864.579185,15.27233221,18.8,125.0,55.48,0.66,,,,
5284.0,0.270042194,187.3823924,6603.187495,35.23910336,18.0,318.4,54.68,0.67,,,,
5285.0,0.557961783,293.8095257,495.390101,1.686092715,13.6,29.1,39.98,0.25,0.5417,0.1891,0.2532,5.8931
5288.0,0.992983607,1248.225802,111108.4844,89.0131291,27.1,355.2,52.78,0.33,1.1215,0.8503,,126.0839
5289.0,0.667682927,1534.577632,27601.23253,17.98620802,27.0,73.8,32.61,0.91,,,,
5291.0,1.61464986,4371.619842,107496.0124,24.58951516,15.5,307.7,74.86,0.44,,,,202.3017
5292.0,0.181012146,288.0860676,3343.317611,11.60527351,15.4,154.4,51.1,2.26,2.1243,0.4365,,108.1105
5293.0,0.240803571,360.604831,6843.079974,18.97667304,23.2,104.3,43.65,1.61,2.1257,0.9971,,
5294.0,1.178070444,9752.390576,456986.6203,46.85893338,27.7,188.0,55.27,1.86,5.1374,,,873.6965
5295.0,0.299241786,845.5098933,62928.99904,74.42727701,29.4,274.1,52.87,2.51,1.593,0.4582,4.8369,
5296.0,0.115052265,85.60986293,3288.186327,38.40896615,21.4,246.8,52.95,1.68,2.0889,1.2058,11.8924,128.1285
5297.0,0.224916388,715.5888648,3146.535134,4.397127022,16.8,49.7,48.06,3.75,1.254,0.3899,3.7273,91.2355
5298.0,0.366572438,249.4911211,1862.348737,7.464589235,14.9,102.8,52.47,0.49,0.9028,0.424,2.186,43.6471
5299.0,0.292535211,269.3756199,98.13287046,0.364297521,10.8,12.3,58.91,0.83,0.7589,0.1799,0.2616,8.2423
5300.0,0.730020704,216.7704007,345.960804,1.595978062,13.8,27.0,38.06,0.11,0.3582,0.1022,0.1516,4.2164
5301.0,0.325171289,47.09174307,7893.918473,167.6285047,33.2,478.0,61.57,0.12,1.8923,0.6201,3.6184,53.9018
5302.0,0.390016393,1250.569335,147832.74,118.2123501,31.6,383.4,55.72,2.13,8.238,,,881.3452
5304.0,0.3515,716.6715,151.2745,0.211079274,9.7,0.1,40.64,1.48,0.1664,0.0246,0.2516,4.7579
5306.0,0.15,108.3,311.8,2.879039705,15.5,19.0,44.81,1.27,0.7854,0.1686,2.6879,39.5478
5307.0,0.17,98.1,606.5,6.182466871,17.8,0.6,42.93,0.91,1.763,0.5081,5.1144,
5308.0,0.225412844,213.0714334,609.452605,2.860320576,14.5,42.9,51.57,1.14,0.8613,0.3018,1.8189,21.7285
5311.0,0.08,23.0,1453.2,63.1826087,25.7,2.8,52.73,0.99,1.7762,0.9672,,237.7808
5314.0,0.366209476,211.4470215,1116.962426,5.282469423,15.5,66.8,54.54,0.42,0.2936,0.1205,0.731,12.5062
5316.0,0.30152439,323.6231224,639.5122881,1.976101965,15.2,26.5,35.29,0.93,0.1682,0.0521,0.1782,8.7906
5317.0,0.1905,26.00389796,105.9082806,4.07278481,14.6,0.6,44.82,0.19,0.3771,0.0996,0.1508,
5318.0,0.623300971,197.1658309,305.6232256,1.550082102,15.9,17.7,24.61,0.14,0.4408,0.1436,1.1581,
5319.0,0.128029392,20.13918588,324.7204255,16.12381094,19.3,123.1,48.19,0.32,0.3162,0.0937,0.6737,15.857
5320.0,0.757242553,5085.417522,161590.9397,31.77535354,24.6,158.9,50.89,2.38,7.8808,3.1022,,462.749
5321.0,1.836231884,2039.145138,8267.836589,4.054560137,15.9,47.3,40.97,0.16,1.3722,0.3508,0.6477,27.7359
5322.0,0.125,15.625,210.0694444,13.44444444,17.8,120.3,49.72,0.2,0.3239,0.0833,0.4534,13.441
5323.0,0.212638436,87.99675753,292.7992021,3.327386262,15.5,42.1,42.98,0.51,0.607,0.1764,0.4761,11.4991
5324.0,0.53027027,445.1773382,1633.659196,3.669681847,15.6,45.2,43.3,0.41,0.8,0.123,1.632,36.0637
5326.0,0.13,167.4,3314.2,19.79808841,23.2,102.9,45.46,2.73,1.1885,0.5697,,264.7363
5329.0,0.19942446,187.0367786,877.1970809,4.68997107,16.6,51.2,56.99,1.21,2.9241,0.9439,6.4232,66.9216
5330.0,0.1,26.1,1489.5,57.06896552,29.0,4.5,47.17,0.71,0.5995,0.1866,1.8129,45.4337
5333.0,0.14815047,148.7793516,5373.676265,36.11842777,24.7,176.8,82.26,1.79,3.4208,,,197.0666
5334.0,0.234705882,472.7331693,1445.55166,3.057859599,15.4,40.7,53.61,2.23,2.0139,0.6465,6.388,54.3884
5337.0,1.324432203,1670.201714,16435.74569,9.840575275,18.6,80.8,47.79,0.25,1.2773,0.3564,2.3295,51.5489
5340.0,0.830357143,359.6123016,796.6521117,2.215308287,14.9,30.6,38.68,0.14,0.5024,0.16,0.3551,6.0575
5344.0,0.384284211,649.3199036,11641.03598,17.92804428,23.3,96.5,41.37,1.18,0.9755,0.275,1.6773,
5346.0,0.468319559,1708.461188,13267.66285,7.765855585,20.6,54.4,42.78,2.05,0.3125,0.0836,0.9461,23.4961
5347.0,0.231298701,163.5837536,239.4796509,1.463957426,12.7,31.1,49.78,0.8,0.9048,0.2511,1.1948,10.8017
5350.0,0.321520343,578.817464,16800.2212,29.02507654,23.8,150.7,67.16,1.46,3.2147,,,168.41
5353.0,1.07889243,477.5754947,843.5146302,1.766243535,10.9,57.7,94.73,0.11,0.7822,,,1.3096
5354.0,0.367123288,37.90673672,446.1201726,11.76888889,17.2,114.4,48.33,0.07,1.0329,0.3189,0.4103,13.875
5357.0,0.470769231,394.0828402,1013.28284,2.571243243,14.3,39.3,46.14,0.48,0.6716,0.106,0.8158,8.5069
5358.0,1.068168631,751.9877034,28864.67542,38.38450454,20.2,268.6,52.16,0.18,2.7069,1.0286,4.1534,68.8334
5359.0,0.630899358,784.3635754,3328.40361,4.243444894,14.0,68.2,49.62,0.52,2.697,0.8514,3.6992,
5360.0,0.997129909,1426.182611,3789.420575,2.657037428,14.7,38.0,44.16,0.38,1.8643,0.7264,4.229,73.6153
5363.0,0.20922049,470.3811633,3989.693258,8.481830417,20.1,63.4,44.1,2.78,,0.0443,1.9079,56.7769
5365.0,0.220859375,91.10762939,1072.832649,11.77544248,18.9,94.5,49.74,0.49,1.4941,0.3865,1.4131,43.3384
5366.0,0.19,118.0,139.2,1.179661017,13.6,0.5,36.4,0.83,0.109,0.0112,0.0917,6.0459
5368.0,0.1,25.4,664.4,26.15748031,21.1,3.9,55.63,0.66,0.9412,0.3678,5.2613,47.8331
5370.0,0.253475061,28.05321017,76.72780296,2.73508103,15.3,35.1,37.22,0.12,0.3285,0.0627,0.0943,
5371.0,0.280731452,112.8497047,77.4735975,0.686520162,12.3,15.6,33.05,0.38,0.0935,0.0285,0.0551,1.7014
5373.0,0.254779736,117.994392,8.84694638,0.074977685,9.7,3.6,14.76,0.48,,0.0418,0.3485,1.5759
5375.0,0.480436469,2892.521938,56075.49664,19.38636866,26.0,90.1,42.1,3.34,0.6043,0.4476,8.7584,
5376.0,0.493180272,833.1811002,13468.20127,16.1647945,20.6,110.2,66.07,0.92,1.1291,1.3194,,
5377.0,0.738046181,22.47419779,298.8855617,13.29905363,21.5,82.5,40.2,0.01,0.0526,0.3404,5.3017,8.6523
5379.0,0.194414063,8.399295044,202.5163361,24.11111111,20.0,172.1,47.51,0.06,21.3447,,,17.8051
5380.0,0.31,7.3,153.0,20.95890411,21.2,104.1,48.95,0.02,,0.3415,1.6404,
5381.0,0.08,21.1,724.5,34.33649289,23.3,134.5,56.38,0.93,0.7399,0.3444,4.6892,51.8889
5384.0,0.23,11.4,48.8,4.280701754,15.1,48.7,46.28,0.06,0.1375,0.0497,0.175,3.3837
5385.0,0.08,4.7,56.6,12.04255319,19.9,1.7,42.5,0.19,0.2165,0.0344,0.0826,3.3741
5386.0,0.436345178,1355.661991,35791.09559,26.40119427,22.8,150.3,49.0,1.88,1.6152,0.4294,,246.2596
5388.0,0.257281553,133.7644264,362.6361014,2.711005542,15.5,34.3,38.24,0.56,0.0076,0.0208,0.1504,4.9233
5389.0,0.25,25.1,143.8,5.729083665,18.6,35.7,34.7,0.1,0.4614,0.1348,0.1975,10.7264
5390.0,0.34425,67.7885625,529.3035,7.808153477,16.2,1.8,48.22,0.15,0.8963,0.2995,0.7097,
5391.0,0.465083135,1171.576505,312.3468108,0.266603853,7.8,28.5,51.86,1.45,0.5282,0.0369,0.2609,
5392.0,0.847554992,3869.639802,42833.50282,11.06911884,19.3,87.4,47.13,1.43,0.8265,0.4349,4.9101,95.6295
5394.0,0.648583403,1054.629386,26187.03613,24.83055799,20.3,173.2,53.11,0.67,1.5181,0.9132,4.8649,56.1941
5395.0,0.125151515,10.54848485,145.7608815,13.81818182,17.0,139.2,51.32,0.2,1.8104,0.5687,1.4425,34.5266
5396.0,0.153913043,17.54757404,100.6060912,5.733333333,15.8,68.1,47.78,0.18,0.5121,0.1206,0.3382,14.5135
5397.0,0.669556314,278.4216635,470.0471247,1.68825629,14.6,24.3,34.18,0.17,0.0699,0.0178,0.0478,1.4633
5398.0,0.16,52.5,624.9,11.90285714,18.0,2.2,46.9,0.53,,,,12.077
5399.0,0.11,4.4,309.2,70.27272727,30.6,4.7,62.08,0.1,0.4241,0.273,2.4742,17.171
5400.0,0.17,81.4,451.6,5.547911548,16.6,1.2,53.01,0.74,,0.0835,0.7625,17.0209
5401.0,0.26,199.4,880.8,4.417251755,16.7,1.0,44.51,0.77,1.0033,0.2459,2.2096,23.0658
5402.0,0.43,218.4,90.5,0.414377289,10.4,15.9,42.39,0.32,0.3056,0.063,0.0992,6.3407
5404.0,0.21,35.3,121.7,3.447592068,13.8,38.5,49.71,0.21,0.2168,0.0671,0.3423,5.794
5405.0,0.194380165,242.2482891,5664.989031,23.3850528,21.5,148.6,51.82,1.74,5.9674,1.4908,13.7284,179.6025
5406.0,0.794108108,3569.446387,15412.678,4.317946351,17.0,44.8,40.28,1.49,0.3807,,,12.1095
5407.0,0.623448276,2636.168401,115289.2854,43.73365731,24.0,226.0,52.84,1.79,1.4585,1.0559,,437.4449
5411.0,0.191024931,1921.311622,4645.699858,2.41798353,23.8,16.7,25.78,13.65,2.8479,1.0083,,3514.6117
5413.0,0.906216216,6995.743799,364392.159,52.08769352,20.2,380.1,60.23,2.26,22.4025,,,606.1631
5415.0,0.487741935,885.6224766,2128.352966,2.403228263,12.9,49.1,50.1,1.0,0.7105,0.1953,0.5593,10.7629
5416.0,0.565286458,61.75370009,4217.618008,68.29741379,27.1,270.0,48.47,0.05,3.8896,1.2945,5.3304,
5417.0,1.1583,1966.840178,10419.68813,5.297679112,14.9,1.7,49.45,0.4,1.0564,0.3256,2.6947,55.8571
5418.0,0.771140725,1665.423118,14134.66126,8.487129252,19.0,68.0,42.58,0.74,1.9389,0.4665,2.6151,58.4114
5419.0,0.951677419,2034.452512,11810.46996,5.805232558,15.7,71.0,47.12,0.59,1.1174,0.2345,1.6799,45.5882
5420.0,1.015888889,499.1318148,1485.730617,2.976629766,17.4,28.4,26.19,0.13,,0.303,2.4787,
5421.0,0.245853659,509.4567519,9723.949078,19.08689804,21.0,128.9,63.95,2.16,3.3782,1.4681,16.9418,138.9869
5422.0,0.83030859,11356.11421,275274.5861,24.24020937,23.1,142.9,54.41,4.35,6.2535,1.4748,,735.8886
5423.0,0.813397129,3078.592523,6804.331403,2.210208513,14.2,35.4,42.83,1.24,0.8585,0.1088,,
5424.0,0.306529563,156.9079989,694.8990808,4.42870399,16.5,48.2,42.45,0.44,0.7055,0.1666,0.6268,13.3553
5425.0,0.420194986,1423.897176,516.2870415,0.362587306,12.6,8.2,20.09,2.2,0.7667,0.2323,0.9428,13.7307
5426.0,0.409257375,243.8346838,1505.439308,6.174016282,17.2,60.5,42.01,0.39,0.2718,0.0777,0.1205,4.6385
5428.0,0.37922619,928.8683771,945.1798142,1.017560547,11.7,27.5,57.84,1.68,0.9956,0.2956,2.4875,27.0521
5429.0,0.15795858,176.5225255,743.0672167,4.209475333,17.0,44.1,51.2,1.92,0.3575,0.2235,5.0796,19.8757
5430.0,0.799107143,561.0991656,2542.150753,4.530662152,15.7,54.7,43.24,0.24,0.1694,0.0615,0.1933,8.4902
5432.0,1.391297468,1809.529119,39324.99653,21.73217116,19.7,156.6,49.39,0.24,3.927,1.177,5.8059,124.9535
5434.0,0.596688742,1059.247757,11309.42075,10.67684182,18.6,90.0,57.72,0.8,1.178,0.3139,4.8925,34.9254
5435.0,0.281340965,41.09129515,87.30937342,2.124765674,13.6,37.2,41.69,0.14,0.125,0.0203,0.0498,3.0321
5436.0,0.114882353,16.76678979,672.0183218,40.08032129,23.7,203.6,49.25,0.32,0.4961,0.111,1.1677,30.5488
5437.0,1.187638623,1783.767042,2029.824334,1.137942504,12.3,25.9,42.71,0.34,0.2418,0.062,0.1953,6.1558
5438.0,0.300289855,69.03020374,615.8706154,8.921755725,16.2,100.7,48.59,0.2,,0.1802,0.5243,
5439.0,0.930235897,406.0755764,3634.151612,8.949446417,17.8,80.1,50.8,0.12,0.763,0.256,1.488,19.165
5440.0,0.42450805,82.1086082,2074.223201,25.26194569,22.2,144.9,47.29,0.12,1.733,0.6425,1.6077,46.8276
5441.0,0.338406446,97.35522234,523.125266,5.37336625,17.1,53.2,40.89,0.23,,0.0531,0.1196,
5442.0,0.875621302,191.7579987,393.974073,2.054537885,16.7,21.7,25.8,0.07,0.2003,0.1005,0.551,4.9713
5445.0,0.351649387,729.6511907,800.7138899,1.0973927,14.9,15.5,22.41,1.55,0.1372,0.0371,0.0909,7.4736
5447.0,0.201657459,139.8250481,164.6799426,1.177757096,14.5,17.6,27.51,0.95,0.4326,0.1478,0.4537,9.6132
5448.0,0.276302521,47.53770685,265.7870301,5.591078067,15.6,69.9,50.22,0.17,0.2257,,0.6584,10.1758
5450.0,0.29735905,1944.156164,82039.91493,42.1982125,33.4,137.0,44.08,5.91,,0.0206,0.0454,1.4676
5451.0,0.17,266.0,5077.5,19.08834586,25.0,64.6,40.35,2.48,,,,
5455.0,0.176253602,618.2257871,6165.505698,9.972902824,21.4,69.5,54.42,5.16,1.6847,0.303,,78.5519
5462.0,0.203488372,237.1822607,676.3669551,2.851675978,15.2,38.7,44.67,1.54,0.2285,0.0671,0.9936,23.1935
