YB,F8,F12,F24,F70
4750.0,0.4632,0.1366,1.4449,10.3224
4751.0,,0.1488,1.6148,
4752.0,0.462,0.1466,1.3842,20.1803
4753.0,2.9383,0.7858,,1089.1303
4754.0,12.4324,,,383.0486
4755.0,,0.4109,,
4756.0,2.1081,1.0776,,151.1882
4757.0,,0.0322,0.9551,4.805
4758.0,,0.1176,1.4413,5.5014
4759.0,0.0007,0.0043,,
4760.0,0.4078,0.0852,0.2943,11.5735
4761.0,9.4914,,,446.1138
4762.0,,0.1969,2.7622,17.9278
4763.0,11.5005,2.7734,,334.0007
4764.0,0.1692,0.0366,0.1152,5.0867
4765.0,0.3397,0.1024,2.5518,33.2557
4766.0,,0.0082,0.2032,2.3306
4767.0,2.9642,0.8192,8.1981,93.7512
4768.0,0.1495,0.0608,0.1118,3.1675
4769.0,0.9266,0.1779,0.5441,50.0671
4770.0,0.1172,,0.0437,3.3184
4771.0,,0.0153,0.0664,1.5799
4772.0,,0.0402,1.4509,
4773.0,7.8779,3.3283,,314.1485
4774.0,,0.2853,0.366,8.6748
4775.0,4.4691,1.3991,6.4275,108.668
4776.0,0.6746,0.2358,0.3116,
4777.0,0.2294,0.0625,0.4389,12.4641
4778.0,0.1587,0.0493,0.109,3.2849
4779.0,1.1677,0.278,1.0212,25.4218
4780.0,0.1408,0.0253,0.0622,1.7851
4781.0,2.3149,0.9165,2.5565,53.9164
4782.0,5.6782,,,5.2
4783.0,0.3558,,,4.0487
4784.0,0.6726,0.5462,3.0674,66.758
4785.0,0.4335,0.1168,0.2337,11.011
4786.0,0.2722,0.0353,0.0454,3.5349
4787.0,1.5386,0.5113,0.7062,20.6551
4788.0,0.0396,0.0074,0.0282,0.2306
4789.0,0.1269,0.0935,0.2088,5.2023
4790.0,0.0811,0.0412,0.0874,1.1066
4791.0,2.0254,0.9699,,263.9241
4792.0,0.3457,0.1494,0.1833,5.3738
4793.0,11.555,,,1467.2059
4794.0,1.5537,0.6127,6.3221,52.6494
4795.0,0.1429,0.0326,0.0869,2.2372
4796.0,,0.4066,0.5868,0.2125
4797.0,0.512,0.2042,0.505,17.5705
4798.0,,0.0081,,0.8311
4799.0,0.4111,0.1434,0.2443,11.2439
4800.0,0.1547,0.0661,0.5468,7.3724
4801.0,0.2289,0.09,0.4779,9.6078
4802.0,0.3523,0.0592,0.1607,10.0995
4803.0,0.9161,0.4234,1.2974,60.7312
4804.0,0.0952,0.0323,0.126,3.7591
4805.0,,0.149,0.2211,0.9854
4806.0,0.142,0.0334,0.1718,5.8848
4807.0,0.0616,0.0208,0.0424,1.6556
4808.0,2.4949,0.911,4.054,64.5006
4809.0,,0.0371,0.06,1.3147
4810.0,0.9702,0.2974,4.1436,44.3633
4811.0,,0.072,3.1994,20.9516
4812.0,0.3243,0.1191,0.1424,7.0017
4813.0,0.2238,0.0826,0.3853,16.9699
4814.0,0.4266,0.1766,0.4391,19.8124
4815.0,0.2806,0.2304,,2.0408
4816.0,0.2153,0.0616,0.2587,12.2868
4817.0,0.4097,0.14,0.306,6.0035
4818.0,0.9686,0.2835,0.6632,14.504
4819.0,,0.0372,0.0319,0.4878
4820.0,0.4074,0.1316,0.9975,12.4971
4821.0,,0.0509,,54.5205
4822.0,,0.0334,,12.9096
4823.0,3.0718,0.4571,,246.335
4824.0,,0.0352,,597.0619
4825.0,1.0368,0.0164,,2981.6245
4826.0,0.8965,0.2137,2.3608,15.3375
4827.0,,,,
4828.0,,,,27.678
4829.0,0.7923,0.2662,0.9454,35.1308
4830.0,1.8406,0.543,3.9919,101.6
4831.0,1.0396,0.2455,4.638,102.2655
4832.0,,0.4497,6.2874,52.7793
4833.0,0.3638,0.0777,0.2402,8.4425
4834.0,0.6715,0.153,1.7071,15.1883
4835.0,0.2799,0.0638,0.2142,11.4253
4836.0,0.096,0.0359,0.0943,1.0386
4837.0,0.6693,0.2545,0.258,8.4543
4838.0,0.7646,0.4312,6.3894,18.634
4839.0,0.4135,0.1125,0.264,10.0371
4840.0,0.1161,0.0214,0.0524,1.8033
4841.0,0.6118,0.189,0.2887,12.0835
4842.0,0.8276,0.3649,5.2553,32.3104
4843.0,0.099,,,2.0686
4844.0,2.1696,0.7401,,83.0897
4845.0,10.9361,2.4965,,376.7842
4846.0,3.2752,1.5128,,701.8597
4847.0,3.3573,,,64.4312
4848.0,2.7208,,,61.0791
4849.0,1.4692,0.6856,5.3509,78.4477
4850.0,,,,
4851.0,0.2556,0.0971,0.1386,4.0981
4852.0,0.2635,0.0845,0.2454,1.2288
4853.0,0.5549,0.2004,0.8949,13.1029
4854.0,0.8068,0.2083,,26.1123
4855.0,,,,
4856.0,,0.2528,0.4118,1.117
4857.0,1.5706,0.4333,2.6451,37.2383
4858.0,3.1268,,,92.7326
4859.0,2.7245,0.9958,7.5963,79.9968
4860.0,9.3912,,,253.198
4861.0,0.7734,0.1669,0.4622,30.9201
4862.0,0.6148,0.2286,0.8477,14.2349
4863.0,0.268,0.0445,0.0671,9.0493
4864.0,8.3216,1.8428,,531.1077
4865.0,0.6131,0.1949,0.6765,26.2441
4866.0,0.1466,0.0506,0.1168,3.2091
4867.0,5.413,,,8.268
4868.0,0.9924,0.6189,2.8952,
4869.0,1.5546,0.469,1.7792,41.6636
4870.0,0.1904,0.0963,0.1717,3.6704
4871.0,2.828,1.3045,6.9782,145.8816
4872.0,0.1889,0.0758,0.1347,2.2475
4873.0,0.3345,0.1675,1.2068,5.5592
4874.0,0.1037,0.0459,0.1349,2.4405
4875.0,3.649,,,940.1287
4876.0,0.2615,0.0918,0.3098,2.0963
4877.0,6.0615,1.4701,,310.9749
4878.0,,0.7327,3.6457,34.4637
4879.0,1.4254,0.36,0.8736,26.4001
4880.0,0.6149,0.1652,0.4515,10.7685
4881.0,0.3654,0.1872,0.2623,1.1064
4882.0,0.9333,1.1753,12.4579,49.021
4883.0,3.8787,1.1711,2.3552,48.0759
4884.0,1.0065,0.2749,0.575,15.2996
4885.0,0.185,0.0426,,12.4044
4886.0,0.5063,0.1664,0.1792,4.2126
4887.0,1.3089,0.3083,1.4464,45.976
4888.0,1.8232,0.4905,2.9656,
4889.0,0.4537,0.0419,0.1342,8.6686
4890.0,0.5753,0.2191,0.4676,24.1521
4891.0,,0.0242,0.064,1.0862
4892.0,0.9783,0.2902,1.1872,32.9365
4893.0,10.3479,1.7033,,168.9105
4894.0,3.499,1.2399,4.8824,129.9487
4895.0,21.4096,,,
4896.0,,,,
4897.0,0.1911,0.0606,0.24,6.8331
4898.0,,0.0153,0.3434,
4899.0,0.3578,0.141,0.7992,12.0895
4900.0,1.3921,0.4757,1.3503,31.5052
4901.0,0.3162,0.0894,0.2685,
4902.0,4.0703,1.1815,1.934,74.3564
4903.0,2.7779,1.1829,5.3194,60.5209
4904.0,,0.3294,0.7062,16.5285
4905.0,,0.2357,,
4906.0,2.5286,0.5262,,183.9289
4907.0,,0.0601,,12.7859
4908.0,0.1566,0.107,1.8486,
4909.0,,0.4987,5.5817,
4910.0,4.2311,3.1853,25.4994,83.8799
4911.0,2.106,0.782,2.1209,40.4776
4912.0,1.5999,0.5321,3.4832,30.4292
4913.0,7.5702,2.5905,4.6843,116.4005
4914.0,1.2722,0.2487,0.9536,18.6119
4915.0,4.205,1.3581,2.0604,55.878
4916.0,0.3711,0.0029,0.1188,2.2034
4917.0,2.7037,0.9538,4.9359,43.2787
4918.0,0.2651,0.0614,0.4146,7.7754
4919.0,3.5568,1.1059,8.5937,131.109
4920.0,0.5573,0.2077,2.9088,79.0573
4921.0,0.3604,0.1051,0.8148,27.2633
4922.0,3.077,0.9349,5.9733,
4923.0,0.2909,0.0892,0.7154,7.7806
4924.0,0.8288,0.2893,0.3823,6.5314
4925.0,,,5.39,42.2727
4926.0,0.7114,0.2524,,5.7807
4927.0,20.9718,,,506.2519
4928.0,0.8795,0.2284,0.5769,13.865
4929.0,8.4947,3.5204,18.6386,
4930.0,,0.1327,0.2951,
4931.0,0.2845,0.1163,0.1604,3.9975
4932.0,,1.0553,13.9884,
4933.0,0.641,0.3008,0.2937,13.9242
4934.0,4.6882,,,134.2648
4935.0,0.5311,0.1372,1.3818,
4936.0,0.2134,0.0645,0.0736,3.9414
4937.0,0.2784,0.0738,0.4756,9.1352
4938.0,0.2026,0.0361,0.0978,3.3818
4939.0,,0.1527,2.2102,
4940.0,0.4271,0.1069,0.2275,8.8026
4941.0,1.2918,0.2796,1.1363,20.8676
4942.0,0.1976,0.0197,,
4943.0,1.1452,0.3662,2.8743,49.5809
4944.0,10.9258,3.0695,,408.1642
4945.0,9.2819,,,311.9313
4946.0,,0.0177,0.0737,1.8319
4947.0,,,,
4948.0,17.1831,,,7576.0284
4949.0,0.4931,0.1808,0.2455,7.8545
4950.0,,0.0273,0.0401,0.3272
4951.0,0.194,0.0519,0.1454,9.2021
4952.0,0.0749,0.0243,0.0368,1.6631
4953.0,0.4994,0.1608,1.033,51.2164
4954.0,,0.0583,1.2598,28.46
4955.0,,0.2221,,14.8474
4956.0,,0.4302,7.8272,
4957.0,0.4098,0.1603,1.5258,17.7364
4958.0,0.8387,0.2778,1.8265,3.6141
4959.0,1.5075,0.3469,2.6122,26.2102
4960.0,12.526,,,457.5412
4961.0,,0.4224,,91.1236
4962.0,3.4589,1.3176,,442.1096
4963.0,23.821,,,619.5296
4964.0,1.8509,0.4192,5.9415,35.7994
4965.0,2.2754,0.5123,2.8728,35.1418
4966.0,0.8257,0.2574,1.1082,28.332
4967.0,16.0936,,,1562.9311
4968.0,6.061,1.2203,,359.3039
4969.0,0.5845,0.1355,0.3515,12.8075
4970.0,1.4409,0.8582,7.5057,
4971.0,1.3651,0.4148,1.8968,24.3604
4972.0,0.7195,0.1527,1.2315,29.2576
4973.0,0.9349,0.2933,1.4543,17.601
4974.0,0.3606,0.1165,1.1119,20.9113
4975.0,0.8157,0.2067,2.3347,31.7943
4976.0,0.918,0.4035,3.6232,62.3523
4977.0,0.143,0.0377,0.074,2.8986
4978.0,0.3203,0.1259,0.1982,4.7714
4979.0,,,,369.1068
4980.0,,0.1379,0.2011,2.8304
4981.0,,,,
4982.0,3.3657,,,83.3715
4983.0,3.3019,1.1562,,171.7438
4984.0,,0.0391,0.0417,0.636
4985.0,2.3625,0.8484,,108.3791
4986.0,0.4829,0.2128,1.3563,14.2873
4987.0,0.1273,0.0432,0.5772,
4988.0,0.1871,0.0726,0.2281,2.3405
4989.0,3.2356,1.061,20.6074,644.0098
4990.0,0.0555,0.0191,0.0592,1.7399
4991.0,0.0442,0.0158,0.0302,1.3031
4992.0,1.0669,0.3373,0.9187,16.0268
4993.0,,0.0139,0.1094,1.9299
4994.0,0.2894,0.0394,0.0972,5.6793
4995.0,0.0609,0.0195,0.1409,2.5276
4996.0,0.4051,0.1665,1.3963,
4997.0,0.8731,0.2488,2.0414,47.1951
4998.0,0.1592,0.0324,0.3477,5.6059
4999.0,0.7405,0.1995,2.4254,37.8915
5000.0,1.5123,0.4768,1.6432,42.2404
5001.0,0.3298,0.1271,0.8997,
5002.0,1.1685,0.3128,3.2091,27.897
5003.0,0.2288,0.028,0.2553,6.0797
5004.0,0.3917,0.0773,0.1792,14.6901
5005.0,0.4762,0.4613,5.9237,30.2555
5006.0,0.5566,0.8512,10.938,7.1167
5007.0,0.2378,0.1182,2.3034,26.9742
5008.0,0.2632,0.0204,0.2246,6.8124
5009.0,,0.0241,0.0746,3.2894
5010.0,,0.0729,0.1367,3.7655
5011.0,0.1876,0.0408,0.1066,10.5644
5012.0,17.5391,,,628.5175
5013.0,,,,
5014.0,2.5605,1.7428,11.8154,233.8218
5015.0,14.617,2.8994,,365.5974
5016.0,0.0707,0.0524,0.1828,2.4635
5017.0,0.6293,0.319,1.9715,24.6268
5018.0,0.6642,2.0501,10.2652,1.8953
5019.0,0.0855,0.0461,0.0681,
5020.0,,0.0066,,1.8239
5021.0,1.8545,0.5863,1.76,33.4932
5022.0,,0.2744,1.9392,
5023.0,,,,
5024.0,0.293,0.0698,0.5338,11.1265
5025.0,0.1363,0.0579,0.1717,1.3883
5026.0,2.5623,0.6579,5.5541,82.305
5027.0,0.1347,0.0858,0.7117,
5028.0,,0.0942,0.6659,10.0898
5029.0,4.4847,0.675,2.7587,2.494
5030.0,1.1669,0.4854,0.9219,26.2556
5031.0,0.0486,0.0714,0.5465,4.6973
5032.0,0.9148,0.4564,2.6147,20.5928
5033.0,0.1066,0.0307,0.1019,1.5108
5034.0,0.1243,0.0119,0.0534,3.9915
5035.0,0.2972,0.1425,0.2583,4.8173
5036.0,0.2334,0.084,0.1373,4.7442
5037.0,0.2619,0.1047,0.4497,11.805
5038.0,,0.06,0.2298,
5039.0,0.9907,0.3561,3.5366,83.0856
5040.0,0.1611,0.0689,0.1337,
5041.0,0.2266,0.1302,0.143,4.469
5042.0,0.1531,0.0632,,8.1084
5043.0,1.9564,0.6239,5.4673,122.6927
5044.0,4.8222,1.4253,,161.1585
5045.0,,0.6522,,37.7753
5046.0,1.4622,0.3536,,61.6537
5047.0,,0.1617,,
5048.0,0.1076,0.0505,0.1193,3.7355
5049.0,0.2282,0.0669,0.1312,6.4819
5050.0,0.8137,0.4073,2.7416,37.8744
5051.0,0.9647,0.2817,1.1984,33.4192
5052.0,2.9863,1.2112,6.0754,71.1879
5053.0,0.4971,0.0766,0.3868,14.3783
5054.0,1.0516,0.3896,0.4155,
5055.0,0.8586,0.4522,2.0882,41.3856
5056.0,0.1352,0.0348,0.1242,3.4786
5057.0,2.5478,0.8065,,32.6281
5058.0,,0.0879,0.4065,
5059.0,0.1189,0.0406,0.2721,5.4153
5060.0,2.289,0.7543,4.8359,41.5012
5061.0,0.304,0.0974,0.1366,9.547
5062.0,9.3163,1.1367,8.4561,150.7411
5063.0,0.0429,0.0342,0.0723,1.7428
5064.0,0.6263,0.1147,0.2082,17.1207
5065.0,0.2562,0.0962,0.2775,8.5621
5066.0,0.1842,0.0407,0.377,8.7261
5067.0,0.2847,0.1194,2.52,
5068.0,0.474,0.123,0.4123,16.9355
5069.0,2.761,1.6505,,183.5148
5070.0,0.4925,0.1698,0.7003,
5071.0,0.2799,0.1019,0.2678,7.2173
5072.0,0.1064,0.0343,0.1843,1.1696
5073.0,0.1914,0.0801,0.3994,11.4154
5074.0,0.0459,0.0167,0.0485,1.119
5075.0,1.6326,0.4388,0.8363,48.9953
5076.0,6.3228,2.0468,6.3296,110.5996
5077.0,1.7399,0.7972,5.0077,56.5044
5078.0,1.0648,0.386,1.6255,39.0553
5079.0,0.3157,0.036,0.1371,9.1538
5080.0,,0.025,,7.0996
5081.0,0.9074,0.2505,1.7494,63.8751
5082.0,0.4609,0.1493,0.7905,30.365
5083.0,0.2115,0.0566,0.1139,3.8086
5084.0,1.0585,0.2104,0.3991,
5085.0,,,0.3753,
5086.0,0.0492,0.0085,0.0213,0.8879
5087.0,0.9681,0.4757,3.817,73.6897
5088.0,2.1094,0.7155,5.6968,77.0076
5089.0,0.2061,0.0566,0.1214,7.1728
5090.0,,0.2711,1.6896,
5091.0,0.2811,0.1529,0.6026,11.8984
5092.0,2.6847,1.5426,12.9806,59.3597
5093.0,0.28,0.0736,0.1273,
5094.0,0.8733,,0.3673,
5095.0,0.3035,0.0706,0.0975,6.3932
5096.0,0.2057,0.1136,1.4511,5.4527
5097.0,0.2077,0.0729,0.0935,
5098.0,1.0159,0.3542,1.8631,26.3504
5099.0,0.2912,0.0799,0.2027,6.0128
5100.0,0.1633,0.062,0.1791,6.5728
5101.0,1.2874,1.6805,,60.6229
5102.0,0.1279,0.0343,0.0919,2.2476
5103.0,0.9415,0.3134,1.2984,24.1003
5104.0,,0.2418,0.9277,12.0501
5105.0,0.1588,0.0379,0.1063,2.5011
5106.0,0.1659,0.0383,0.2066,
5107.0,0.5602,0.1557,0.412,6.3183
5108.0,6.4985,1.763,6.5947,176.8164
5109.0,0.1945,0.0501,0.1225,6.3064
5110.0,0.532,0.0481,0.8521,20.9599
5111.0,0.1945,0.0701,0.1264,6.4204
5112.0,,0.046,0.0564,0.8735
5113.0,1.0827,0.3626,1.2496,28.2245
5114.0,0.5907,0.2028,0.305,9.7303
5115.0,0.5162,0.1438,0.1745,4.8959
5116.0,0.9048,0.2798,0.6482,21.2352
5117.0,0.4269,0.1483,0.8705,15.7272
5118.0,1.3884,0.5525,3.6481,87.5404
5119.0,0.0857,0.0168,0.118,2.3403
5120.0,1.6459,1.2163,,63.1832
5121.0,2.333,0.7041,2.4378,60.3514
5122.0,0.4809,0.1046,0.4404,10.0962
5123.0,0.8134,0.224,0.6225,15.9661
5124.0,14.6793,,,413.2719
5125.0,0.3465,0.1269,0.5565,
5126.0,0.1701,0.0902,0.2171,4.6789
5127.0,0.2181,0.0548,0.176,6.4803
5128.0,2.2612,1.1012,5.0564,22.8052
5129.0,1.9233,0.6341,4.3368,54.8133
5130.0,0.748,0.1812,0.9164,23.1472
5131.0,0.1994,0.0496,0.2438,7.1058
5132.0,0.2231,0.0401,0.0414,4.7744
5133.0,,0.0179,0.0414,
5134.0,3.4514,1.0102,2.5778,
5135.0,1.0168,0.4117,1.28,33.9309
5136.0,1.1766,0.3317,2.1008,36.2783
5137.0,,0.0814,0.1149,
5138.0,0.2465,0.0958,0.1954,6.4567
5139.0,0.2741,0.0735,0.3045,8.1777
5140.0,1.1496,0.3388,1.1891,34.6164
5141.0,4.8627,,,441.1747
5142.0,2.7644,1.6826,,548.23
5143.0,2.3563,1.5183,,454.8188
5144.0,1.1892,0.2225,,165.0958
5145.0,0.2125,0.0552,0.366,6.537
5146.0,,0.0328,0.2381,3.2858
5147.0,0.0174,0.0038,,0.5533
5148.0,0.3261,0.0696,,
5149.0,2.461,0.3492,,87.9682
5150.0,1.3256,0.2357,2.1729,39.5376
5151.0,0.5518,0.1319,0.7476,36.4786
5152.0,2.4033,1.7083,,265.4648
5153.0,0.0962,0.0357,0.2762,4.3865
5154.0,1.3601,0.2741,,71.1882
5155.0,1.0572,0.2878,,28.8764
5156.0,1.3492,0.7006,5.9474,59.68
5157.0,1.1066,0.2814,1.9604,42.4602
5158.0,0.5071,0.2355,,
5159.0,1.2745,0.2673,1.2474,22.7812
5160.0,0.4766,0.1069,1.701,35.6508
5161.0,0.7971,0.2219,1.7632,32.4997
5162.0,1.7821,1.0645,9.1393,55.9086
5163.0,0.4456,0.1686,0.9896,20.319
5164.0,,0.062,0.1189,3.0625
5165.0,0.3443,0.1362,0.7535,19.7271
5166.0,2.8731,,,642.8635
5167.0,1.8399,,,117.7168
5168.0,0.2406,,,2.435
5169.0,7.0329,,,220.2341
5170.0,1.2316,0.6345,,27.8794
5171.0,0.9533,0.3753,5.969,243.8506
5172.0,1.2658,0.6043,3.3121,55.602
5173.0,0.8621,0.2386,2.7929,98.956
5174.0,0.6972,0.106,0.9504,28.837
5175.0,0.0863,0.0457,0.1107,3.2766
5176.0,0.7014,0.195,1.2924,27.4889
5177.0,2.107,0.6727,7.3918,133.2608
5178.0,2.0577,0.5123,2.7045,58.7933
5179.0,2.2335,0.7708,5.4413,59.3496
5180.0,3.4451,1.3798,,287.8415
5181.0,0.8122,0.171,0.5501,22.18
5182.0,1.255,0.6585,5.8982,64.7016
5183.0,1.2054,0.3851,,15.6013
5184.0,0.4527,0.1735,0.4216,9.4791
5185.0,0.4249,0.2912,3.8796,
5186.0,14.2749,,,
5187.0,0.5354,0.1215,1.3191,28.1797
5188.0,0.6065,0.1767,1.3769,36.6415
5189.0,,0.6288,2.9783,
5190.0,0.4737,0.1085,1.262,11.1798
5191.0,2.0232,0.8252,,
5192.0,,0.4348,,56.8198
5193.0,2.0038,0.5128,5.7156,144.0362
5194.0,0.3153,0.0618,1.9686,46.7205
5195.0,0.6404,0.2616,0.4057,10.7923
5196.0,0.1426,0.0422,0.0961,2.5766
5197.0,0.9826,0.3456,2.2416,37.3292
5198.0,0.623,0.188,1.0043,24.2084
5199.0,0.33,0.099,0.8761,29.7648
5200.0,0.479,0.1382,0.337,9.8821
5201.0,0.9924,0.6028,4.3693,
5202.0,0.6634,0.2707,0.7757,15.2524
5203.0,1.0349,0.6532,5.9467,137.3409
5204.0,0.7548,0.1807,1.3732,25.5116
5205.0,1.0011,0.1454,0.8017,26.9832
5206.0,0.3724,0.0822,0.8628,19.9153
5207.0,0.1174,0.0195,0.184,6.3258
5208.0,0.6982,0.1082,1.8057,28.2384
5209.0,0.2568,0.0551,0.1919,8.7324
5210.0,4.0294,0.6967,4.4124,0.8323
5211.0,3.9154,1.7692,,
5212.0,,0.5121,,47.0066
5213.0,0.2772,0.0671,0.6151,8.0025
5214.0,8.6136,2.2241,,275.7044
5215.0,0.6386,0.1337,0.1862,5.6656
5216.0,0.3842,0.1168,0.5028,27.6119
5217.0,1.7366,0.5134,3.3133,75.5595
5218.0,0.1167,0.0125,0.097,4.9091
5219.0,3.7526,1.1365,5.9384,82.2081
5220.0,,0.1164,,
5221.0,0.2165,0.0231,0.1312,8.8418
5222.0,0.4652,0.0928,0.3866,7.1841
5223.0,0.438,0.0816,0.5839,11.2091
5224.0,0.9612,0.2717,0.3234,13.549
5225.0,0.5656,0.168,0.5175,12.6273
5226.0,0.2536,0.13,0.2152,4.0022
5227.0,2.6866,1.0652,3.7191,39.2917
5228.0,0.4214,0.0787,0.2861,5.798
5229.0,0.0947,,0.0726,
5230.0,0.9272,0.3319,1.8175,40.1468
5231.0,,0.0149,0.0628,1.3414
5232.0,,0.2168,0.6593,4.6103
5233.0,2.8699,1.4815,,599.3478
5234.0,1.0066,0.3216,0.8383,14.09
5235.0,1.2195,0.695,8.5057,216.3468
5236.0,0.6803,0.39,1.4524,3.304
5237.0,0.2419,0.0318,0.7547,12.2527
5238.0,0.3356,0.06,0.5935,23.6914
5239.0,0.6193,0.1284,0.6759,20.3517
5240.0,0.2749,0.1269,2.4901,11.4624
5241.0,0.8287,0.1672,0.8971,29.0761
5242.0,2.057,1.7204,,751.9194
5243.0,,0.6684,,99.9002
5244.0,0.5493,0.1091,4.4001,813.5057
5245.0,,,0.1289,190.0262
5246.0,0.3563,0.107,0.7794,13.8471
5247.0,2.3574,0.8774,1.8169,24.4667
5248.0,0.1914,0.0629,0.2082,3.8799
5249.0,0.1991,0.074,0.0725,1.4882
5250.0,0.4507,0.1625,1.5448,32.8425
5251.0,,,,276.0039
5252.0,1.0877,0.0566,0.4654,18.0811
5253.0,0.132,0.0262,0.2914,7.8731
5254.0,6.2122,,,
5255.0,6.078,,,147.2003
5256.0,0.8769,0.4094,1.7629,23.2747
5257.0,0.5042,0.0617,1.6857,23.9271
5258.0,1.2629,0.201,2.4287,49.5259
5259.0,9.7334,,,387.8709
5260.0,,,,
5261.0,2.585,0.773,6.6098,232.7755
5262.0,0.6519,0.1627,2.74,53.0274
5263.0,2.9039,0.8354,,201.7531
5264.0,2.7088,1.372,10.7714,152.3344
5265.0,2.2707,1.0335,14.3932,961.3911
5266.0,0.6476,0.2923,3.5052,52.4591
5267.0,0.2285,0.0542,0.4552,8.3601
5268.0,0.8469,0.2595,2.6643,49.0927
5269.0,0.2366,0.0794,0.9594,8.5742
5270.0,0.177,0.0343,0.173,0.5772
5271.0,,0.0298,0.0924,1.1728
5272.0,0.4008,0.1673,0.5145,22.3235
5273.0,0.2652,0.2579,4.1484,30.6982
5274.0,0.414,0.0901,0.2026,6.3781
5275.0,1.0983,0.4155,2.8941,72.6828
5276.0,1.293,0.5801,4.4258,58.1593
5277.0,0.2764,0.0788,0.4345,17.9879
5278.0,1.5392,0.6056,,98.7839
5279.0,,0.1243,1.1083,
5280.0,2.0995,0.7548,,679.0766
5281.0,0.7017,0.229,2.4226,28.6563
5282.0,,0.0212,0.0393,
5283.0,,,,
5284.0,,,,
5285.0,0.5417,0.1891,0.2532,5.8931
5286.0,,0.5319,7.6344,
5287.0,1.4976,,,120.7099
5288.0,1.1215,0.8503,,126.0839
5289.0,,,,
5290.0,3.0944,0.9838,,72.9032
5291.0,,,,202.3017
5292.0,2.1243,0.4365,,108.1105
5293.0,2.1257,0.9971,,
5294.0,5.1374,,,873.6965
5295.0,1.593,0.4582,4.8369,
5296.0,2.0889,1.2058,11.8924,128.1285
5297.0,1.254,0.3899,3.7273,91.2355
5298.0,0.9028,0.424,2.186,43.6471
5299.0,0.7589,0.1799,0.2616,8.2423
5300.0,0.3582,0.1022,0.1516,4.2164
5301.0,1.8923,0.6201,3.6184,53.9018
5302.0,8.238,,,881.3452
5303.0,0.1535,0.0422,0.4887,7.7265
5304.0,0.1664,0.0246,0.2516,4.7579
5305.0,0.3374,0.1298,0.5636,4.5375
5306.0,0.7854,0.1686,2.6879,39.5478
5307.0,1.763,0.5081,5.1144,
5308.0,0.8613,0.3018,1.8189,21.7285
5309.0,0.6943,0.193,0.5231,7.9304
5310.0,0.5334,0.1148,1.9594,52.5156
5311.0,1.7762,0.9672,,237.7808
5312.0,0.0975,0.0319,0.063,1.1868
5313.0,,0.0367,0.4424,1.2003
5314.0,0.2936,0.1205,0.731,12.5062
5315.0,0.2261,0.0613,0.1741,3.1698
5316.0,0.1682,0.0521,0.1782,8.7906
5317.0,0.3771,0.0996,0.1508,
5318.0,0.4408,0.1436,1.1581,
5319.0,0.3162,0.0937,0.6737,15.857
5320.0,7.8808,3.1022,,462.749
5321.0,1.3722,0.3508,0.6477,27.7359
5322.0,0.3239,0.0833,0.4534,13.441
5323.0,0.607,0.1764,0.4761,11.4991
5324.0,0.8,0.123,1.632,36.0637
5325.0,1.2756,0.3153,,3.8407
5326.0,1.1885,0.5697,,264.7363
5327.0,6.7233,,,294.6273
5328.0,4.6941,0.3663,,124.3982
5329.0,2.9241,0.9439,6.4232,66.9216
5330.0,0.5995,0.1866,1.8129,45.4337
5331.0,,0.1397,0.2979,2.5031
5332.0,,0.0444,1.0917,
5333.0,3.4208,,,197.0666
5334.0,2.0139,0.6465,6.388,54.3884
5335.0,1.2554,,0.6699,20.486
5336.0,,0.1182,0.5205,3.2514
5337.0,1.2773,0.3564,2.3295,51.5489
5338.0,,0.018,0.0537,0.2637
5339.0,0.4655,0.1487,1.0462,5.4476
5340.0,0.5024,0.16,0.3551,6.0575
5341.0,4.6078,1.6524,8.5391,94.9884
5342.0,,0.1516,0.665,4.8636
5343.0,0.7242,0.2738,0.8333,0.4192
5344.0,0.9755,0.275,1.6773,
5345.0,,0.9434,1.0936,0.1343
5346.0,0.3125,0.0836,0.9461,23.4961
5347.0,0.9048,0.2511,1.1948,10.8017
5348.0,,0.0304,0.1581,
5349.0,,0.1035,,26.5718
5350.0,3.2147,,,168.41
5351.0,,0.0986,,13.8133
5352.0,0.0811,0.0417,0.3389,2.2229
5353.0,0.7822,,,1.3096
5354.0,1.0329,0.3189,0.4103,13.875
5355.0,2.2184,0.3373,3.6794,40.5942
5356.0,0.587,0.6128,9.6701,43.1246
5357.0,0.6716,0.106,0.8158,8.5069
5358.0,2.7069,1.0286,4.1534,68.8334
5359.0,2.697,0.8514,3.6992,
5360.0,1.8643,0.7264,4.229,73.6153
5361.0,0.1927,0.0627,0.288,3.5739
5362.0,0.0593,0.0362,0.4993,1.3455
5363.0,,0.0443,1.9079,56.7769
5364.0,0.2217,0.1025,0.1377,1.9461
5365.0,1.4941,0.3865,1.4131,43.3384
5366.0,0.109,0.0112,0.0917,6.0459
5367.0,,0.0194,0.0342,0.5226
5368.0,0.9412,0.3678,5.2613,47.8331
5369.0,0.9014,0.2732,0.4229,8.1793
5370.0,0.3285,0.0627,0.0943,
5371.0,0.0935,0.0285,0.0551,1.7014
5372.0,0.1122,0.0502,0.0878,2.0055
5373.0,,0.0418,0.3485,1.5759
5374.0,0.1533,0.0579,0.1263,1.7318
5375.0,0.6043,0.4476,8.7584,
5376.0,1.1291,1.3194,,
5377.0,0.0526,0.3404,5.3017,8.6523
