YB,F8,F12,F24,F70
5378.0,,0.0253,0.0904,0.7088
5379.0,21.3447,,,17.8051
5380.0,,0.3415,1.6404,
5381.0,0.7399,0.3444,4.6892,51.8889
5382.0,5.9512,,,185.3788
5383.0,0.0943,0.0173,0.0799,
5384.0,0.1375,0.0497,0.175,3.3837
5385.0,0.2165,0.0344,0.0826,3.3741
5386.0,1.6152,0.4294,,246.2596
5387.0,0.137,0.0505,0.3375,1.576
5388.0,0.0076,0.0208,0.1504,4.9233
5389.0,0.4614,0.1348,0.1975,10.7264
5390.0,0.8963,0.2995,0.7097,
5391.0,0.5282,0.0369,0.2609,
5392.0,0.8265,0.4349,4.9101,95.6295
5393.0,5.4086,0.5272,4.493,1.415
5394.0,1.5181,0.9132,4.8649,56.1941
5395.0,1.8104,0.5687,1.4425,34.5266
5396.0,0.5121,0.1206,0.3382,14.5135
5397.0,0.0699,0.0178,0.0478,1.4633
5398.0,,,,12.077
5399.0,0.4241,0.273,2.4742,17.171
5400.0,,0.0835,0.7625,17.0209
5401.0,1.0033,0.2459,2.2096,23.0658
5402.0,0.3056,0.063,0.0992,6.3407
5403.0,0.3743,0.0885,0.1906,6.6017
5404.0,0.2168,0.0671,0.3423,5.794
5405.0,5.9674,1.4908,13.7284,179.6025
5406.0,0.3807,,,12.1095
5407.0,1.4585,1.0559,,437.4449
5408.0,0.1843,0.1252,2.1074,8.646
5409.0,4.5735,,,
5410.0,,0.3553,,606.1023
5411.0,2.8479,1.0083,,3514.6117
5412.0,0.6147,0.4359,2.2724,7.1514
5413.0,22.4025,,,606.1631
5414.0,,0.3546,,38.8168
5415.0,0.7105,0.1953,0.5593,10.7629
5416.0,3.8896,1.2945,5.3304,
5417.0,1.0564,0.3256,2.6947,55.8571
5418.0,1.9389,0.4665,2.6151,58.4114
5419.0,1.1174,0.2345,1.6799,45.5882
5420.0,,0.303,2.4787,
5421.0,3.3782,1.4681,16.9418,138.9869
5422.0,6.2535,1.4748,,735.8886
5423.0,0.8585,0.1088,,
5424.0,0.7055,0.1666,0.6268,13.3553
5425.0,0.7667,0.2323,0.9428,13.7307
5426.0,0.2718,0.0777,0.1205,4.6385
5427.0,,0.0246,0.0918,0.9452
5428.0,0.9956,0.2956,2.4875,27.0521
5429.0,0.3575,0.2235,5.0796,19.8757
5430.0,0.1694,0.0615,0.1933,8.4902
5431.0,,0.1362,0.4978,2.5243
5432.0,3.927,1.177,5.8059,124.9535
5433.0,,0.0317,0.2677,4.6575
5434.0,1.178,0.3139,4.8925,34.9254
5435.0,0.125,0.0203,0.0498,3.0321
5436.0,0.4961,0.111,1.1677,30.5488
5437.0,0.2418,0.062,0.1953,6.1558
5438.0,,0.1802,0.5243,
5439.0,0.763,0.256,1.488,19.165
5440.0,1.733,0.6425,1.6077,46.8276
5441.0,,0.0531,0.1196,
5442.0,0.2003,0.1005,0.551,4.9713
5443.0,0.69,0.3664,1.9934,21.35
5444.0,0.1088,0.0529,0.3964,
5445.0,0.1372,0.0371,0.0909,7.4736
5446.0,0.1374,0.0472,0.1753,0.8999
5447.0,0.4326,0.1478,0.4537,9.6132
5448.0,0.2257,,0.6584,10.1758
5449.0,,0.1575,0.6282,
5450.0,,0.0206,0.0454,1.4676
5451.0,,,,
5452.0,,,,30.5392
5453.0,0.3852,0.6384,8.7585,
5454.0,1.6406,0.3019,1.0039,22.1348
5455.0,1.6847,0.303,,78.5519
5456.0,,,,22.3961
5457.0,,0.1444,,14.9418
5458.0,,0.1286,1.3675,16.6817
5459.0,1.1664,0.3256,1.0447,24.3052
5460.0,,0.0657,0.1203,2.2138
5461.0,0.1533,0.0561,0.1668,4.3405
5462.0,0.2285,0.0671,0.9936,23.1935
5463.0,0.6055,0.1261,1.0818,27.4487
5464.0,0.1005,0.032,0.1011,
5465.0,0.1453,0.0431,0.219,6.7636
5466.0,0.7138,0.2709,1.9572,12.4378
5467.0,4.8796,0.8511,4.2772,0.7333
5468.0,,0.0304,,4.5573
5469.0,0.114,0.0378,0.2501,6.0914
5470.0,2.0514,0.7911,6.4524,68.237
5471.0,5.5152,0.6712,,228.2056
5472.0,2.5867,0.422,5.5083,38.9776
5473.0,0.1534,0.0403,0.0584,3.2818
5474.0,0.1085,0.0384,0.1404,6.1125
5475.0,,,,110.5122
5476.0,0.4421,0.0676,0.4456,8.716
5477.0,0.5493,0.1363,2.3129,30.6522
5478.0,,0.0763,0.626,4.8087
5479.0,,0.5591,4.5211,32.7657
5480.0,2.73,0.7505,11.067,97.594
5481.0,,,,2.093
5482.0,1.441,0.3799,6.8833,50.9926
5483.0,5.3304,2.1248,4.1223,135.9029
5484.0,0.1351,0.0604,0.0611,0.598
5485.0,1.1118,0.3828,2.5145,59.2113
5486.0,,0.0283,,1.7734
5487.0,0.1374,0.0444,0.1876,7.8988
5488.0,0.0446,0.0221,0.0847,1.8734
5489.0,0.1977,0.0766,0.3185,11.038
5490.0,0.4847,0.1111,0.1576,10.515
5491.0,0.2876,0.1157,0.2797,7.2307
5492.0,,0.0263,0.0617,2.2741
5493.0,0.3224,0.0613,0.6094,15.1757
5494.0,,0.0222,0.0613,0.5223
5495.0,1.5889,0.8922,8.4372,166.3728
5496.0,0.0459,0.0193,0.067,1.2858
5497.0,0.4088,0.1282,0.1284,7.9282
5498.0,,0.0154,0.0348,1.32
5499.0,0.3391,0.1657,0.5641,16.8212
5500.0,1.9969,0.2875,2.0552,44.9957
5501.0,,0.3446,3.6694,40.6867
5502.0,0.0746,0.024,0.0742,2.6015
5503.0,0.549,0.2216,1.2936,25.9354
5504.0,0.1563,0.0756,1.928,54.9937
5505.0,0.3129,0.201,4.8909,167.236
5506.0,0.3432,0.1501,0.4039,
5507.0,0.6134,0.2245,0.4499,15.0312
5508.0,,,,2.6276
5509.0,3.2922,,,201.3379
5510.0,0.2575,0.1027,0.3774,11.9099
5511.0,0.1272,0.0689,0.1241,0.9544
5512.0,0.6476,,0.1333,4.805
5513.0,,0.117,0.146,0.6886
5514.0,0.2097,0.0637,0.4262,6.1297
5515.0,,,,0.7914
5516.0,9.2571,2.573,13.1564,266.5322
5517.0,0.423,0.1463,0.3477,8.5337
5518.0,0.1252,0.0361,0.1469,7.7354
5519.0,9.2573,2.628,,290.1888
5520.0,0.9383,0.2294,3.6662,64.6385
5521.0,,,,
5522.0,0.818,0.6268,8.0011,
5523.0,5.2767,,,7.1519
5524.0,0.6116,0.1841,1.0949,24.3099
5525.0,0.3695,0.0986,0.9164,27.7428
5526.0,0.5156,0.1244,0.3041,
5527.0,,0.2354,1.0557,20.0063
5528.0,0.607,0.0583,0.1035,1.8477
5529.0,,0.0207,,0.4149
5530.0,0.1058,0.0363,0.1062,3.6816
5531.0,0.1173,0.0271,0.082,
5532.0,,0.0192,0.093,
5533.0,,0.024,0.0823,
5534.0,1.4242,0.275,3.3495,48.8909
5535.0,,0.3886,,142.4558
5536.0,5.1051,0.9684,,21.28
5537.0,0.2027,0.1023,0.1671,6.547
5538.0,1.1259,0.333,1.2308,
5539.0,0.759,0.1888,0.6686,16.9612
5540.0,,0.0258,0.071,0.2932
5541.0,0.6134,0.1272,1.3204,30.4966
5542.0,0.2986,0.1351,0.8725,7.5308
5543.0,0.0236,0.0202,0.0529,1.3238
5544.0,0.1113,0.0568,0.1015,1.4343
5545.0,,0.0117,0.0376,0.5267
5546.0,0.2178,0.0583,0.115,
5547.0,0.1851,0.0657,0.0864,2.0443
5548.0,0.1927,0.0643,1.1504,12.1853
5549.0,0.4282,0.152,0.8052,24.6737
5550.0,0.2163,0.074,0.1025,3.3533
5551.0,,,0.0495,1.8437
5552.0,0.2503,0.1112,0.2254,6.6651
5553.0,0.2922,0.0796,0.3338,8.7205
5554.0,0.2947,0.0973,0.4565,13.2666
5555.0,,0.0225,0.0507,
5556.0,65.1233,,,
5557.0,,0.2075,3.7817,
5558.0,2.3585,0.7407,1.6513,39.1573
5559.0,,,0.1429,
5560.0,0.319,0.0969,0.1336,7.6391
5561.0,0.1795,0.0546,0.2685,9.3061
5562.0,,0.0795,1.4877,18.8552
5563.0,16.9692,,,791.9544
5564.0,0.1902,0.1007,0.1285,2.4282
5565.0,0.3874,0.258,3.9974,6.9795
5566.0,,0.0797,0.9867,1.3479
5567.0,,0.0739,0.4382,0.4233
5568.0,4.0517,1.1855,6.019,103.7758
5569.0,5.2765,1.5595,,268.9686
5570.0,0.598,0.1547,0.3742,0.4064
5571.0,0.4311,0.1973,0.6242,4.9268
5572.0,0.7518,0.2762,0.4371,24.405
5573.0,,0.0158,0.0384,
5574.0,0.9353,0.3323,2.7357,56.4865
5575.0,0.2006,0.0947,1.6346,32.3596
5576.0,0.0396,0.03,0.1393,
5577.0,,0.0114,0.0756,0.7625
5578.0,6.3032,1.6618,9.8741,160.8492
5579.0,0.0998,0.023,0.0935,4.501
5580.0,0.1517,0.0216,0.2544,5.5196
5581.0,0.2313,0.0437,0.296,10.3424
5582.0,0.7053,0.196,0.9837,26.9958
5583.0,1.3685,0.4022,0.9489,36.175
5584.0,0.1772,0.0751,0.4055,13.6211
5585.0,,0.0247,0.0524,0.3947
5586.0,0.2635,0.0728,0.1308,5.6216
5587.0,1.0369,0.3289,0.8388,10.7953
5588.0,1.2262,0.2391,6.6309,114.3024
5589.0,0.1459,0.0769,0.2632,2.1342
5590.0,0.1271,0.0437,0.0739,2.4084
5591.0,0.6063,0.1419,0.3517,11.5845
5592.0,0.1447,0.0458,0.075,3.0513
5593.0,0.2528,0.073,0.2114,8.831
5594.0,1.0535,0.4741,3.809,39.977
5595.0,,0.1079,1.4862,
5596.0,0.1255,0.0142,0.1831,1.5039
5597.0,0.3576,0.0788,0.5823,18.3872
5598.0,17.2088,,,1528.8025
5599.0,0.185,0.0434,0.082,1.6512
5600.0,,0.075,0.1854,0.8093
5601.0,0.0734,0.0331,0.1387,3.5923
5602.0,3.5179,0.8358,2.7679,1.2307
5603.0,7.0634,,,208.6593
5604.0,4.7961,,,111.4545
5605.0,19.4998,,,
5606.0,0.074,0.027,0.0762,0.6682
5607.0,0.0356,0.0189,0.0313,1.4435
5608.0,1.1273,0.364,0.5512,20.8717
5609.0,7.6734,1.2064,,37.7375
5610.0,0.7857,0.125,0.3254,8.7171
5611.0,0.1247,0.0925,1.5727,1.4569
5612.0,0.5972,0.1837,1.1703,9.1478
5613.0,0.5718,0.2414,1.0577,6.9159
5614.0,0.2589,0.1211,0.607,9.382
5615.0,0.2028,0.0257,0.2193,5.7816
5616.0,0.0836,0.009,0.0418,0.7577
5617.0,,0.071,0.3635,6.1761
5618.0,0.4613,0.1671,0.4667,
5619.0,,0.0246,0.1711,0.317
5620.0,0.1223,0.0421,0.186,3.9636
5621.0,0.3989,0.1899,1.9747,34.8836
5622.0,1.3504,0.3087,0.4918,31.1041
5623.0,1.6315,0.4032,1.367,30.4366
5624.0,0.3599,0.1349,0.3625,4.2258
5625.0,,0.0212,0.0492,0.3041
5626.0,5.0851,0.9501,,177.6558
5627.0,3.2854,0.662,,156.9126
5628.0,0.3678,0.1098,0.1737,6.411
5629.0,0.5724,0.1685,0.2443,9.9834
5630.0,0.7348,0.1971,1.2158,19.6502
5631.0,3.7217,0.9069,1.2031,51.8824
5632.0,1.066,0.2284,0.793,41.5706
5633.0,0.0806,0.033,0.0859,1.4644
5634.0,0.1991,0.061,0.1225,4.8462
5635.0,2.0095,0.7233,2.9316,47.9956
5636.0,0.8674,0.2752,5.3553,
5637.0,0.2038,0.0621,0.2607,3.5725
5638.0,,0.068,0.2094,
5639.0,1.3457,0.3181,3.3688,27.9134
5640.0,4.2729,,,94.2165
5641.0,0.0848,0.0294,0.0474,1.4575
5642.0,0.2074,0.0729,0.1073,3.1355
5643.0,0.0504,0.0155,0.0547,0.9953
5644.0,5.1035,2.0881,,
5645.0,0.6153,0.1858,0.5468,18.6312
5646.0,,,,
5647.0,0.5514,0.492,5.3484,77.0101
5648.0,,0.0236,,17.8422
5649.0,14.0133,,,3564.6103
5650.0,,,,
5651.0,6.9162,,,73.0428
5652.0,0.3076,0.1171,0.2943,5.683
5653.0,,0.0925,0.3556,1.8055
5654.0,0.7889,0.3205,0.5648,12.3004
5655.0,2.0372,1.1216,10.6928,113.0658
5656.0,0.3019,0.0656,0.2224,4.6554
5657.0,0.4266,0.1076,0.1892,7.1412
5658.0,0.0773,0.1062,1.4568,1.6426
5659.0,0.1752,0.0542,0.4059,2.7023
5660.0,0.5516,0.1569,0.2205,8.5251
5661.0,,0.2339,,
5662.0,6.4845,,,2697.6294
5663.0,,0.8952,,41.0443
5664.0,0.3451,0.0624,0.4049,9.7575
5665.0,0.6089,0.1628,0.6914,18.5508
5666.0,0.0511,0.0207,0.0868,1.2724
5667.0,1.8578,0.7159,,117.1693
5668.0,3.7146,1.1214,4.2653,100.9791
5669.0,1.4493,0.4465,0.4678,10.5044
5670.0,0.3618,0.096,0.1406,4.2284
5671.0,0.9936,0.3705,1.6673,18.3384
5672.0,0.4565,0.1725,0.7425,5.1261
5673.0,0.0889,0.0317,0.0551,1.2257
5674.0,,0.0371,0.0881,0.737
5675.0,0.1503,0.053,0.2052,3.8517
5676.0,2.946,0.7132,4.2306,59.0821
5677.0,0.1848,0.0071,0.0445,2.5245
5678.0,,0.0488,0.2107,4.5644
5679.0,0.6473,0.1991,1.2462,95.2312
5680.0,0.3123,0.0919,0.6766,8.8898
5681.0,0.7734,0.8646,,41.9546
5682.0,6.3809,1.497,,246.5971
5683.0,1.0516,0.3654,3.259,59.7121
5684.0,0.292,0.0781,0.3451,11.849
5685.0,0.8149,0.3094,1.6728,50.3259
5686.0,0.1293,0.0289,0.0429,1.9767
5687.0,1.3081,0.7544,,140.1625
5688.0,0.2438,0.0441,0.195,5.4478
5689.0,0.0088,0.0238,0.2181,5.1545
5690.0,0.3939,0.1297,0.6171,17.8621
5691.0,0.4331,0.0894,0.231,7.0003
5692.0,,0.0741,0.1054,3.0626
5693.0,0.2208,,,4.597
5694.0,3.9886,0.6548,2.4956,0.4399
5695.0,0.5441,0.1444,0.3251,7.6531
5696.0,1.9679,0.7396,3.6308,25.1843
5697.0,0.2245,0.0667,0.1662,4.4451
5698.0,1.3042,0.342,0.4795,18.5506
5699.0,1.2102,0.3308,2.3035,57.6139
5700.0,1.1955,0.2999,1.6719,21.1456
5701.0,1.1456,0.4581,1.4911,35.2889
5702.0,0.1313,0.082,0.173,2.652
5703.0,2.0472,1.6268,,361.1102
5704.0,0.455,0.0997,0.3114,14.031
5705.0,0.157,0.1269,0.95,9.8134
5706.0,,0.0096,0.045,1.7957
5707.0,0.2731,0.1252,0.3457,13.8364
5708.0,1.9421,0.7005,0.6626,1.9268
5709.0,0.3231,0.138,0.2561,4.9261
5710.0,0.4254,0.1238,0.4322,11.8555
5711.0,0.2657,0.0494,0.1257,4.3988
5712.0,1.332,0.4681,1.6583,30.0717
5713.0,,,0.6204,10.9213
5714.0,0.8009,0.2625,0.525,17.6364
5715.0,12.253,,,82.7006
5716.0,0.7676,0.3182,3.6871,220.1908
5717.0,1.3708,0.4204,0.9774,25.6889
5718.0,2.7764,0.8248,2.695,0.8128
5719.0,0.1788,0.0625,0.0586,2.4966
5720.0,0.1539,0.0762,0.3562,6.5826
5721.0,0.5295,0.2108,0.4038,10.9712
5722.0,7.5381,,,274.3262
5723.0,1.5765,,,41.1213
5724.0,1.9151,0.8061,,114.2758
5725.0,3.8519,,,197.2922
5726.0,3.9712,0.8411,,179.0587
5727.0,1.1264,0.329,0.3074,17.3814
5728.0,0.6735,0.1948,1.7368,16.7423
5729.0,0.2436,0.0732,0.1411,2.9994
5730.0,0.6039,0.1608,1.1498,14.1587
5731.0,0.1088,0.0597,0.445,1.0972
5732.0,1.2025,0.2078,2.2854,39.9467
5733.0,,0.1604,2.7032,26.9372
5734.0,0.6437,0.238,,277.7299
5735.0,7.4672,2.4286,15.7338,228.003
5736.0,,0.0854,0.4811,3.7505
5737.0,0.3148,0.0953,1.5796,11.525
5738.0,0.3041,0.198,1.5428,17.1316
5739.0,0.6457,0.5565,4.4255,60.0395
5740.0,0.1073,0.0355,0.5194,7.3802
5741.0,2.5831,,,90.9021
5742.0,,,,
5743.0,2.1458,1.3788,,105.9692
5744.0,0.7046,0.253,0.3689,10.8759
5745.0,4.2022,1.1313,,224.6662
5746.0,,,2.154,41.521
5747.0,,0.0202,0.0152,0.1499
5748.0,1.1189,0.349,1.2155,28.4119
5749.0,0.6292,0.1675,0.2286,4.218
5750.0,0.3542,,,1.3533
5751.0,0.2072,0.1085,0.2721,5.1655
5752.0,3.0881,0.4043,2.6369,0.6951
5753.0,0.8187,0.7681,10.2542,40.2772
5754.0,0.1519,0.053,0.2021,2.9015
5755.0,3.3645,2.1454,14.9803,124.47
5756.0,9.8834,,,
5757.0,1.4865,0.3306,1.1041,27.914
5758.0,1.3942,0.3439,2.1834,19.7153
5759.0,0.2517,0.0571,0.1225,1.3961
5760.0,0.1308,0.0535,0.2157,3.1751
5761.0,0.2521,0.088,0.9982,30.6604
5762.0,0.1696,0.0478,0.1976,3.8114
5763.0,0.1572,0.0421,0.3339,2.9738
5764.0,0.2331,0.07,0.4654,3.997
5765.0,0.2662,0.0688,0.1258,
5766.0,1.0648,0.422,1.3807,29.6722
5767.0,,0.0574,0.0275,
5768.0,6.1881,,,208.8053
5769.0,0.153,0.0848,0.2686,6.3955
5770.0,2.585,1.0088,,159.7211
5771.0,0.3835,0.1688,0.4209,12.5793
5772.0,,0.1737,1.3309,
5773.0,0.3244,0.1353,0.1832,7.0318
5774.0,0.5776,0.2291,1.192,27.6488
5775.0,0.4459,0.6849,4.5854,8.7343
5776.0,5.7353,,,104.3431
5777.0,7.4378,,,4309.1267
5778.0,,0.2549,,35.3332
5779.0,12.0829,,,90.2584
5780.0,0.8594,0.3817,1.396,32.0579
5781.0,0.256,0.0948,0.5168,9.23
5782.0,0.1339,0.1157,1.4035,10.7154
5783.0,2.4253,1.7841,,649.078
5784.0,,0.0521,0.1109,2.9972
5785.0,0.2588,0.0777,0.5016,6.9695
5786.0,0.1053,0.0204,0.0625,3.2915
5787.0,0.4109,0.131,0.3939,9.4002
5788.0,0.3461,0.3412,3.6456,19.3994
5789.0,0.2627,0.0476,0.9683,12.6334
5790.0,,,0.0877,2.6304
5791.0,0.6347,0.2575,3.0726,25.0175
5792.0,1.6463,0.0936,2.7792,94.736
5793.0,0.1632,0.0788,0.7651,1.9627
5794.0,3.2027,0.4142,,155.2675
5795.0,,0.877,8.2337,
5796.0,0.593,0.2309,1.1865,19.1795
5797.0,1.1118,0.8409,4.5929,71.995
5798.0,0.2076,0.079,0.1915,1.0774
5799.0,0.1103,0.0565,0.187,2.6043
5800.0,0.1578,0.0508,0.3344,15.0139
5801.0,0.068,0.0342,0.1863,3.8242
5802.0,0.2451,0.015,0.0804,2.1659
5803.0,0.3241,0.1167,0.1648,7.2245
5804.0,0.8695,0.2881,2.2164,39.6202
5805.0,17.9241,,,563.0355
5806.0,0.0785,0.0106,0.019,1.326
5807.0,2.5275,1.2615,5.8073,63.8056
5808.0,2.7515,1.3627,,493.3244
5809.0,0.6682,0.2676,3.5943,120.4887
5810.0,,0.2711,2.1704,18.6499
5811.0,1.1345,0.3922,1.8736,
5812.0,0.2633,0.1255,0.4502,12.4965
5813.0,,,,
5814.0,0.9778,0.2516,2.3457,24.5677
5815.0,3.0157,0.4134,4.3861,44.0921
5816.0,2.9365,1.8413,,107.9018
5817.0,0.3892,0.1249,1.712,16.3159
5818.0,3.6255,1.0545,,797.1242
5819.0,,0.2386,2.4014,1.8973
5820.0,2.092,0.5013,,81.5252
5821.0,0.8466,,,36.0577
5822.0,,,,23.7121
5823.0,8.1623,,,909.1311
5824.0,4.4802,,,384.9697
5825.0,1.1309,0.4114,5.4622,82.7071
5826.0,0.9688,0.5854,9.4495,129.9674
5827.0,3.0709,1.1337,7.7811,116.2879
5828.0,0.1115,0.1139,0.3071,10.3429
5829.0,0.4841,0.0945,1.5376,22.3106
5830.0,0.4813,0.3171,4.1307,40.1403
5831.0,,0.036,0.1383,
5832.0,3.2333,0.8462,5.3663,15.6733
5833.0,0.8727,0.2877,4.4266,
5834.0,0.1293,0.0496,0.1463,4.1566
5835.0,0.5218,0.022,0.2246,11.7216
5836.0,1.4658,0.3956,1.8677,54.346
5837.0,0.1671,0.0841,0.7497,8.4278
5838.0,58.1629,,,3479.866
5839.0,0.7952,0.2529,2.3059,50.9989
5840.0,0.2117,0.0859,0.2464,6.3896
5841.0,0.6173,0.152,0.2545,14.4821
5842.0,0.8117,0.3624,4.7377,65.7396
5843.0,,,3.5727,44.2638
5844.0,0.725,0.2118,,32.8438
5845.0,1.8783,0.617,0.8577,20.4823
5846.0,0.0952,0.0407,0.3264,6.8292
5847.0,1.6434,0.7027,0.7551,11.4913
5848.0,1.1213,0.3032,3.8564,51.9433
5849.0,8.9678,,,1177.7578
5850.0,1.0794,0.2754,1.0763,15.5921
5851.0,0.7706,0.2263,0.8268,9.3668
5852.0,0.8166,0.3057,1.2906,15.1517
5853.0,0.5071,0.1231,0.3497,8.094
5854.0,0.4631,0.1683,2.5642,32.2072
5855.0,3.2121,0.7624,2.098,
5856.0,,0.3231,1.0552,1.4393
5857.0,0.3631,0.1508,0.3314,6.9924
5858.0,,0.1485,2.5192,
5859.0,6.0252,1.7662,,136.9607
5860.0,0.6725,0.3434,4.8766,18.6298
5861.0,0.3388,0.1054,0.4959,18.5628
5862.0,,0.0209,0.121,0.2447
5863.0,3.0461,0.8098,11.6718,426.051
5864.0,1.3199,0.4507,2.1566,15.6632
5865.0,0.315,0.1449,0.5739,8.413
5866.0,,0.0107,0.0232,0.7546
5867.0,,,,
5868.0,,0.1125,1.0844,0.2437
5869.0,0.1115,0.0269,0.2164,8.0979
5870.0,0.4273,0.1435,0.4024,15.0949
5871.0,0.306,0.1258,0.5523,14.7114
5872.0,0.4487,0.1432,0.7018,8.6605
5873.0,0.4142,0.1677,0.5494,8.7342
5874.0,,0.0087,,2.9189
5875.0,,0.0227,0.1091,6.9915
5876.0,7.7886,,,259.6665
5877.0,0.3558,0.0784,0.3606,10.9492
5878.0,25.1925,,,2420.7974
5879.0,0.2096,0.0843,0.8428,10.0709
5880.0,,0.1644,2.7713,14.4653
5881.0,2.0427,0.7297,10.4302,
5882.0,13.677,,,879.3525
5883.0,0.2545,0.0836,0.2468,8.1571
5884.0,0.3309,0.5888,3.9302,
5885.0,0.0236,0.0224,0.0663,3.9653
5886.0,0.1504,0.0686,0.6622,5.1879
5887.0,1.521,0.4148,7.1801,145.0625
5888.0,1.0258,0.2983,0.8028,33.1208
5889.0,2.2344,0.926,,121.7105
5890.0,,0.26,1.9364,15.4547
5891.0,1.4965,0.792,,5193.7648
5892.0,1.5887,0.6466,5.4113,57.6804
5893.0,0.4387,0.1716,0.4042,11.1576
5894.0,1.8766,0.5602,2.3197,27.5601
5895.0,3.2247,0.8769,5.4553,31.7767
5896.0,,0.3751,10.9747,37.7494
5897.0,,0.1988,0.2333,5.1035
5898.0,0.6427,0.1098,0.5298,15.0986
5899.0,,,,
5900.0,1.9558,0.433,2.2615,42.6042
5901.0,0.1973,0.0712,0.1174,2.6343
5902.0,0.8888,0.3382,4.0316,40.1546
5903.0,0.3572,0.0455,0.5091,12.4912
5904.0,0.621,0.4569,9.5192,30.3095
5905.0,1.3111,0.4748,4.7013,55.1768
5906.0,0.9173,0.267,2.042,18.218
5907.0,0.6456,0.1229,0.2169,14.831
5908.0,0.9578,0.1215,1.172,21.7733
5909.0,0.3997,0.1194,0.7856,23.7053
5910.0,,0.0726,0.7476,10.5042
5911.0,0.6587,0.2321,0.44,12.5272
5912.0,0.1643,0.1753,1.5295,4.8617
5913.0,,0.253,,52.6148
5914.0,0.504,0.1943,0.4581,7.6244
5915.0,,0.2791,,
5916.0,1.298,0.2467,0.6383,11.335
5917.0,1.3691,0.3585,1.0036,23.3845
5918.0,,,,
5919.0,0.863,1.0157,9.1544,5.0688
5920.0,,0.5635,,43.0162
5921.0,0.2439,0.0644,0.1495,8.0012
5922.0,4.4406,0.8904,,727.889
5923.0,0.2857,0.1439,2.6738,17.9118
5924.0,1.352,0.3002,3.1849,454.9946
5925.0,0.9361,0.3056,1.1978,10.115
5926.0,7.4374,,,6.3606
5927.0,,0.0013,0.0155,6.2193
5928.0,0.8477,0.3146,1.1683,17.2521
5929.0,1.5843,0.5742,2.0393,28.4349
5930.0,0.1724,0.0731,0.1125,2.2561
5931.0,1.5246,,,10.2535
5932.0,8.5,,,416.8647
5933.0,0.2579,0.0619,0.1509,4.8825
5934.0,0.5277,0.1383,0.2134,11.1878
5935.0,0.045,0.0074,0.0485,1.4641
5936.0,0.9773,0.292,1.2997,46.9616
5937.0,0.6108,0.2658,1.0055,8.396
5938.0,0.1104,0.0152,0.0785,1.8383
5939.0,0.3278,0.0806,0.3459,9.6568
5940.0,0.3698,0.1211,0.9561,14.7571
5941.0,0.6283,0.2109,1.7482,40.6664
5942.0,,,,
5943.0,0.7975,0.2053,1.1442,23.4792
5944.0,0.8503,0.251,0.6642,10.3802
5945.0,1.455,0.4268,3.0184,15.6049
5946.0,2.3086,0.8026,2.269,46.5975
5947.0,0.3393,0.0737,0.289,13.0367
5948.0,0.2351,0.0401,0.1181,2.7543
5949.0,0.2119,0.0438,0.0827,4.472
5950.0,,,,8.6355
5951.0,,0.1114,0.2427,
5952.0,2.5041,1.9055,12.6237,
5953.0,0.2799,0.0875,0.1916,15.3736
5954.0,2.4188,,,28.8249
5955.0,8.0352,,,1100.7833
5956.0,0.157,0.0592,0.2418,6.5916
5957.0,0.1265,0.0115,0.408,13.2922
5958.0,1.086,0.7598,6.4656,93.1762
5959.0,0.92,0.4323,5.9345,54.3333
5960.0,1.412,0.4662,1.2413,18.4888
5961.0,12.3573,,,1449.6885
5962.0,,0.0657,0.1443,1.6232
5963.0,0.7113,0.3679,1.7637,38.5496
5964.0,0.7379,0.2364,1.295,31.4255
5965.0,0.1838,0.0604,0.5732,3.82
5966.0,,0.072,0.2347,2.0049
5967.0,1.679,0.2786,1.7853,
5968.0,9.2775,,,524.276
5969.0,0.3465,0.0779,0.4433,6.2624
5970.0,0.1365,0.0276,0.1843,12.5544
5971.0,1.7811,0.6137,2.859,43.0119
5972.0,,0.0513,0.1235,3.3767
5973.0,0.8065,0.2195,0.255,8.0614
5974.0,0.7134,0.2461,2.1218,24.7353
5975.0,,0.3615,,69.2521
5976.0,,0.0299,0.2362,7.9427
5977.0,5.6956,,,312.862
5978.0,0.2934,0.0619,0.2141,12.5559
5979.0,0.1198,0.0376,0.0881,4.2162
5980.0,0.6677,0.2365,1.8005,50.0115
5981.0,,,,9.9679
5982.0,5.3325,1.994,,207.3717
5983.0,0.1821,0.0556,0.0964,2.2674
5984.0,0.9432,0.37,2.4032,33.2797
5985.0,4.081,,,171.1955
5986.0,0.3752,0.0758,0.4271,10.509
5987.0,,,,110.1752
5988.0,5.0896,0.8723,,205.0731
5989.0,,0.1485,2.0258,16.6137
5990.0,2.1121,0.2166,2.4663,23.7844
5991.0,0.7227,0.06,0.6425,
5992.0,0.4728,0.148,0.6338,7.5565
5993.0,0.6242,0.1814,4.0821,33.1992
5994.0,0.6772,0.323,4.5167,89.5477
5995.0,4.3304,1.3498,,793.153
5996.0,,0.0428,0.1039,1.1366
5997.0,0.3439,0.0892,0.3757,11.0789
5998.0,0.2034,0.0653,1.0963,16.1483
5999.0,1.0122,0.2987,0.6915,15.563
6000.0,1.4378,1.5667,16.0369,116.3602
6001.0,0.6,0.1674,0.6585,10.8917
6002.0,0.3865,0.116,0.4045,12.5219
6003.0,2.316,0.8153,6.0784,86.758
6004.0,1.3982,0.5417,2.5153,40.5602
6005.0,0.4808,0.2292,1.1967,8.4385
