YB,F8,e_F8,F12,e_F12,F24,e_F24,F70,e_F70,N8,N12,N24,N70,f_SAT,f_MULTI,f_NOSRC,f_PCONF,f_CEXT
5136.0,1.1766,0.0913,0.3317,0.3046,2.1008,0.0711,36.2783,0.1185,5,5,5,5,0000,1,0000,0000,0
5137.0,,0.1168,0.0814,0.1336,0.1149,0.1016,,0.1888,5,5,5,5,0000,0,0000,1001,0
5138.0,0.2465,0.1901,0.0958,0.2083,0.1954,0.1614,6.4567,0.0507,5,5,5,5,0000,0,0000,0000,0
5139.0,0.2741,0.3396,0.0735,0.0885,0.3045,0.3428,8.1777,0.1258,5,5,5,5,0000,1,0000,0000,0
5140.0,1.1496,0.1905,0.3388,0.3557,1.1891,0.2725,34.6164,0.1024,5,5,5,5,0000,0,0000,0000,0
5141.0,4.8627,0.233,,,,,441.1747,0.0567,5,0,0,5,0110,1,0000,0000,0
5142.0,2.7644,0.163,1.6826,0.3015,,,548.23,0.1543,5,5,0,5,0010,1,0000,0000,0
5143.0,2.3563,0.3374,1.5183,0.5307,,,454.8188,0.573,5,5,0,5,0010,1,0000,0000,0
5144.0,1.1892,0.0566,0.2225,0.1255,,,165.0958,0.1577,5,5,0,5,0010,1,0000,0000,0
5145.0,0.2125,0.2969,0.0552,0.4266,0.366,0.5103,6.537,0.2295,5,5,5,5,0000,0,0000,0000,0
5146.0,,0.6462,0.0328,0.8377,0.2381,0.7923,3.2858,1.0324,5,5,5,5,0000,0,0000,1000,0
5147.0,0.0174,1.3934,0.0038,0.2465,,0.308,0.5533,0.2743,5,5,5,5,0000,0,0000,0010,0
5148.0,0.3261,0.2243,0.0696,0.2677,,0.1035,,0.1097,5,5,5,5,0000,0,0000,0011,0
5149.0,2.461,0.2883,0.3492,0.3147,,,87.9682,0.1379,5,5,0,5,0010,0,0000,0000,0
5150.0,1.3256,0.2418,0.2357,0.1222,2.1729,0.1197,39.5376,0.1099,5,5,5,5,0000,0,0000,0000,0
5151.0,0.5518,0.5258,0.1319,0.2706,0.7476,0.1495,36.4786,0.251,5,5,5,5,0000,1,0000,0000,0
5152.0,2.4033,0.3444,1.7083,0.3604,,,265.4648,0.067,5,5,0,5,0010,0,0000,0000,0
5153.0,0.0962,0.2735,0.0357,0.2361,0.2762,0.1408,4.3865,0.1496,5,5,5,5,0000,0,0000,0000,0
5154.0,1.3601,0.2523,0.2741,0.364,,,71.1882,0.1942,5,5,0,5,0010,0,0000,0000,0
5155.0,1.0572,0.4045,0.2878,0.5505,,,28.8764,0.2209,5,5,0,5,0010,1,0000,0000,0
5156.0,1.3492,0.1676,0.7006,0.1304,5.9474,0.0826,59.68,0.0824,5,5,5,5,0000,1,0000,0000,0
5157.0,1.1066,0.398,0.2814,0.605,1.9604,0.2615,42.4602,0.337,5,5,5,5,0000,0,0000,0000,0
5158.0,0.5071,0.521,0.2355,0.239,,,,0.0692,5,5,0,5,0010,1,0000,0001,0
5159.0,1.2745,0.2571,0.2673,0.1761,1.2474,0.2022,22.7812,0.1648,5,5,5,5,0000,1,0000,0000,0
5160.0,0.4766,0.1076,0.1069,0.3481,1.701,0.2038,35.6508,0.2341,5,5,5,5,0000,1,0000,0000,0
5161.0,0.7971,0.1214,0.2219,0.2415,1.7632,0.1235,32.4997,0.23,5,5,5,5,0000,1,0000,0000,0
5162.0,1.7821,0.2512,1.0645,0.1055,9.1393,0.0751,55.9086,0.1191,5,5,5,5,0000,1,0000,0000,0
5163.0,0.4456,0.7234,0.1686,0.2982,0.9896,0.0709,20.319,0.0943,5,5,5,5,0000,0,0000,0000,0
5164.0,,0.5566,0.062,0.4276,0.1189,0.2238,3.0625,0.2973,5,5,5,5,0000,0,0000,1000,0
5165.0,0.3443,0.6273,0.1362,0.3065,0.7535,0.1169,19.7271,0.3918,5,5,5,5,0000,1,0000,0000,0
5166.0,2.8731,0.5742,,,,,642.8635,0.2802,5,0,0,5,0110,1,0000,0000,0
5167.0,1.8399,0.2715,,,,,117.7168,0.4006,5,0,0,5,0110,1,0000,0000,0
5168.0,0.2406,0.6188,,0.9182,,0.6524,2.435,0.1073,5,5,5,5,0000,1,0000,0110,0
5169.0,7.0329,0.0791,,,,,220.2341,0.0988,5,0,0,5,0110,0,0000,0000,0
5170.0,1.2316,0.1983,0.6345,0.1921,,,27.8794,0.0568,5,5,0,5,0010,0,0000,0000,0
5171.0,0.9533,0.0863,0.3753,0.1611,5.969,0.102,243.8506,0.0735,5,5,5,5,0000,0,0000,0000,0
5172.0,1.2658,0.3419,0.6043,0.2562,3.3121,0.3415,55.602,0.0716,5,5,5,5,0000,1,0000,0000,0
5173.0,0.8621,0.1091,0.2386,0.294,2.7929,0.1751,98.956,0.1384,5,5,5,5,0000,0,0000,0000,0
5174.0,0.6972,0.0303,0.106,0.1684,0.9504,0.1131,28.837,0.0914,5,5,5,5,0000,0,0000,0000,0
5175.0,0.0863,0.2621,0.0457,0.1535,0.1107,0.1436,3.2766,0.0805,5,5,5,5,0000,0,0000,0000,0
5176.0,0.7014,0.3661,0.195,0.2334,1.2924,0.2047,27.4889,0.1599,5,5,5,5,0000,0,0000,0000,0
5177.0,2.107,0.2347,0.6727,0.1741,7.3918,0.1271,133.2608,0.3011,5,5,5,5,0000,0,0000,0000,0
5178.0,2.0577,0.2024,0.5123,0.228,2.7045,0.1219,58.7933,0.1674,5,5,5,5,0000,0,0000,0000,0
5179.0,2.2335,0.1752,0.7708,0.103,5.4413,0.1077,59.3496,0.4618,5,5,5,5,0000,0,0000,0000,0
5180.0,3.4451,0.0939,1.3798,0.3252,,,287.8415,0.121,5,5,0,5,0010,1,0000,0000,0
5181.0,0.8122,0.1245,0.171,0.1328,0.5501,0.0857,22.18,0.0566,5,5,5,5,0000,0,0000,0000,0
5182.0,1.255,0.3677,0.6585,0.161,5.8982,0.0578,64.7016,0.1096,5,5,5,5,0000,0,0000,0000,0
5183.0,1.2054,0.0826,0.3851,0.1169,,,15.6013,0.1135,5,5,0,5,0010,0,0000,0000,0
5184.0,0.4527,0.1336,0.1735,0.1095,0.4216,0.0878,9.4791,0.0516,5,5,5,5,0000,0,0000,0000,0
5185.0,0.4249,0.688,0.2912,0.3668,3.8796,0.2573,,0.4575,5,5,5,5,0000,0,0000,0001,0
5186.0,14.2749,0.4021,,,,,,0.2932,5,0,0,5,0110,0,0000,0001,0
5187.0,0.5354,0.0408,0.1215,0.1618,1.3191,0.0451,28.1797,0.0491,5,5,5,5,0000,0,0000,0000,0
5188.0,0.6065,0.2158,0.1767,0.1526,1.3769,0.0974,36.6415,0.0762,5,5,5,5,0000,1,0000,0000,0
5189.0,,0.461,0.6288,0.1869,2.9783,0.1029,,0.2152,5,5,5,5,0000,0,0000,1001,0
5190.0,0.4737,0.1301,0.1085,0.243,1.262,0.1303,11.1798,0.0592,5,5,5,5,0000,0,0000,0000,0
5191.0,2.0232,0.4222,0.8252,0.3516,,,,0.4155,5,5,0,5,0010,0,0000,0001,0
5192.0,,0.885,0.4348,1.2375,,,56.8198,1.4058,5,5,0,5,0010,0,0000,1000,0
5193.0,2.0038,0.2783,0.5128,0.2139,5.7156,0.0965,144.0362,0.044,5,5,5,5,0000,0,0000,0000,0
5194.0,0.3153,0.335,0.0618,0.2412,1.9686,0.1133,46.7205,0.2209,5,5,5,5,0000,0,0000,0000,0
5195.0,0.6404,0.1259,0.2616,0.1288,0.4057,0.0798,10.7923,0.0612,5,5,5,5,0000,0,0000,0000,0
5196.0,0.1426,0.141,0.0422,0.0928,0.0961,0.2097,2.5766,0.0811,5,5,5,5,0000,0,0000,0000,0
5197.0,0.9826,0.1683,0.3456,0.3185,2.2416,0.447,37.3292,0.0633,5,5,5,5,0000,1,0000,0000,0
5198.0,0.623,0.1971,0.188,0.2787,1.0043,0.1973,24.2084,0.1577,5,5,5,5,0000,0,0000,0000,0
5199.0,0.33,0.3131,0.099,0.3382,0.8761,0.1598,29.7648,0.1282,5,5,5,5,0000,1,0000,0000,0
5200.0,0.479,0.6135,0.1382,0.6314,0.337,0.2985,9.8821,0.2171,5,5,5,5,0000,1,0000,0000,0
5201.0,0.9924,0.5175,0.6028,0.1505,4.3693,0.121,,0.33,5,5,5,5,0000,0,0000,0001,0
5202.0,0.6634,0.1463,0.2707,0.1503,0.7757,0.1301,15.2524,0.0621,5,5,5,5,0000,0,0000,0000,0
5203.0,1.0349,0.4202,0.6532,0.4591,5.9467,0.3485,137.3409,0.5233,5,5,5,5,0000,1,0000,0000,0
5204.0,0.7548,0.1881,0.1807,0.1706,1.3732,0.1813,25.5116,0.1176,5,5,5,5,0000,0,0000,0000,0
5205.0,1.0011,0.8624,0.1454,0.0479,0.8017,0.0828,26.9832,0.1579,5,5,5,5,0000,0,0000,0000,0
5206.0,0.3724,0.248,0.0822,0.1593,0.8628,0.0704,19.9153,0.1333,5,5,5,5,0000,0,0000,0000,0
5207.0,0.1174,0.122,0.0195,0.242,0.184,0.1322,6.3258,0.0895,5,5,5,5,0000,0,0000,0000,0
5208.0,0.6982,0.3737,0.1082,0.4724,1.8057,0.1352,28.2384,0.0685,5,5,5,5,0000,1,0000,0000,0
5209.0,0.2568,0.3119,0.0551,0.239,0.1919,0.1529,8.7324,0.1125,5,5,5,5,0000,0,0000,0000,0
5210.0,4.0294,0.0123,0.6967,0.3512,4.4124,0.1092,0.8323,0.1827,5,5,5,5,0000,0,0000,0000,0
5211.0,3.9154,0.3622,1.7692,0.5722,,,,0.5985,5,5,0,5,0010,1,0000,0001,0
5212.0,,0.0887,0.5121,0.1164,,,47.0066,0.5329,5,5,0,5,0010,0,0000,1000,0
5213.0,0.2772,0.5844,0.0671,0.3275,0.6151,0.0543,8.0025,0.1146,5,5,5,5,0000,0,0000,0000,0
5214.0,8.6136,0.1269,2.2241,0.1238,,,275.7044,0.0904,5,5,0,5,0010,0,0000,0000,0
5215.0,0.6386,0.4517,0.1337,0.3012,0.1862,0.3169,5.6656,0.1492,5,5,5,5,0000,0,0000,0000,0
5216.0,0.3842,0.254,0.1168,0.2831,0.5028,0.1528,27.6119,0.1231,5,5,5,5,0000,0,0000,0000,0
5217.0,1.7366,0.0956,0.5134,0.1664,3.3133,0.0714,75.5595,0.1004,5,5,5,5,0000,1,0000,0000,0
5218.0,0.1167,1.2284,0.0125,0.3093,0.097,0.3092,4.9091,0.0843,5,5,5,5,0000,1,0000,0000,0
5219.0,3.7526,0.2124,1.1365,0.2211,5.9384,0.3842,82.2081,0.152,5,5,5,5,0000,0,0000,0000,0
5220.0,,0.6812,0.1164,0.2659,,0.8821,,0.371,5,5,5,5,0000,0,0000,1011,0
5221.0,0.2165,1.3413,0.0231,0.5984,0.1312,0.3144,8.8418,0.1109,5,5,5,5,0000,0,0000,0000,0
5222.0,0.4652,0.0887,0.0928,0.3043,0.3866,0.2474,7.1841,0.1494,5,5,5,5,0000,0,0000,0000,0
5223.0,0.438,0.052,0.0816,0.3591,0.5839,0.1604,11.2091,0.1079,5,5,5,5,0000,0,0000,0000,0
5224.0,0.9612,0.2775,0.2717,0.1545,0.3234,0.1274,13.549,0.2611,5,5,5,5,0000,1,0000,0000,0
5225.0,0.5656,0.4311,0.168,0.4082,0.5175,0.4205,12.6273,0.3117,5,5,5,5,0000,1,0000,0000,0
5226.0,0.2536,0.2311,0.13,0.2105,0.2152,0.3074,4.0022,0.1748,5,5,5,5,0000,0,0000,0000,0
5227.0,2.6866,0.0427,1.0652,0.1497,3.7191,0.0447,39.2917,0.0745,5,5,5,5,0000,0,0000,0000,0
5228.0,0.4214,0.2244,0.0787,0.1536,0.2861,0.0837,5.798,0.0491,5,5,5,5,0000,1,0000,0000,0
5229.0,0.0947,0.4055,,0.5935,0.0726,0.4201,,0.1092,5,5,5,5,0000,0,0000,0101,0
5230.0,0.9272,0.539,0.3319,0.2342,1.8175,0.1024,40.1468,0.165,5,5,5,5,0000,0,0000,0000,0
5231.0,,2.2602,0.0149,0.4292,0.0628,0.1996,1.3414,0.4054,5,5,5,5,0000,0,0000,1000,0
5232.0,,0.1482,0.2168,0.4717,0.6593,0.4738,4.6103,0.1303,5,5,5,5,0000,1,0000,1000,0
5233.0,2.8699,0.2172,1.4815,0.3837,,,599.3478,0.2611,5,5,0,5,0010,1,0000,0000,0
5234.0,1.0066,0.2539,0.3216,0.1012,0.8383,0.0868,14.09,0.0815,5,5,5,5,0000,0,0000,0000,0
5235.0,1.2195,0.1129,0.695,0.1029,8.5057,0.0364,216.3468,0.0743,5,5,5,5,0000,1,0000,0000,0
5236.0,0.6803,0.1448,0.39,0.2624,1.4524,0.1417,3.304,0.0715,5,5,5,5,0000,0,0000,0000,0
5237.0,0.2419,0.1553,0.0318,0.2579,0.7547,0.1461,12.2527,0.0879,5,5,5,5,0000,0,0000,0000,0
5238.0,0.3356,0.5049,0.06,0.7506,0.5935,0.4897,23.6914,0.3861,5,5,5,5,0000,1,0000,0000,0
5239.0,0.6193,0.2125,0.1284,0.2493,0.6759,0.1367,20.3517,0.1072,5,5,5,5,0000,0,0000,0000,0
5240.0,0.2749,0.4045,0.1269,0.0959,2.4901,0.0373,11.4624,0.0783,5,5,5,5,0000,1,0000,0000,0
5241.0,0.8287,0.0982,0.1672,0.172,0.8971,0.0748,29.0761,0.0561,5,5,5,5,0000,0,0000,0000,0
5242.0,2.057,0.2745,1.7204,0.1368,,,751.9194,0.0403,5,5,0,5,0010,1,0000,0000,0
5243.0,,0.0773,0.6684,0.1528,,,99.9002,0.2299,5,5,0,5,0010,0,0000,1000,0
5244.0,0.5493,0.2953,0.1091,0.3961,4.4001,0.3547,813.5057,0.0505,5,5,5,5,0000,1,0000,0000,0
5245.0,,1.1474,,1.9088,0.1289,1.0906,190.0262,1.9789,5,5,5,5,0000,0,1100,1100,0
5246.0,0.3563,0.3312,0.107,0.1574,0.7794,0.0805,13.8471,0.1268,5,5,5,5,0000,1,0000,0000,0
5247.0,2.3574,0.1011,0.8774,0.1116,1.8169,0.107,24.4667,0.1383,5,5,5,5,0000,0,0000,0000,0
5248.0,0.1914,0.0818,0.0629,0.151,0.2082,0.1126,3.8799,0.0816,5,5,5,5,0000,1,0000,0000,0
5249.0,0.1991,0.4119,0.074,0.2473,0.0725,0.244,1.4882,0.1854,5,5,5,5,0000,1,0000,0000,0
5250.0,0.4507,0.2174,0.1625,0.1312,1.5448,0.059,32.8425,0.0496,5,5,5,5,0000,0,0000,0000,0
5251.0,,1.1275,,,,,276.0039,1.6312,5,0,0,5,0110,0,0000,1000,0
5252.0,1.0877,1.5708,0.0566,0.1559,0.4654,0.2002,18.0811,0.0704,5,5,5,5,0000,1,0000,0000,0
5253.0,0.132,0.1288,0.0262,0.2122,0.2914,0.1595,7.8731,0.1312,5,5,5,5,0000,0,0000,0000,0
5254.0,6.2122,0.2167,,,,,,0.4399,5,0,0,5,0110,0,0000,0001,0
5255.0,6.078,0.1432,,,,,147.2003,0.3126,5,0,0,5,0110,1,0000,0000,0
5256.0,0.8769,0.0955,0.4094,0.0715,1.7629,0.0406,23.2747,0.0584,5,5,5,5,0000,0,0000,0000,1
5257.0,0.5042,0.4257,0.0617,0.3197,1.6857,0.1296,23.9271,0.144,5,5,5,5,0000,1,0000,0000,0
5258.0,1.2629,0.1714,0.201,0.1032,2.4287,0.0787,49.5259,0.1181,5,5,5,5,0000,0,0000,0000,0
5259.0,9.7334,0.04,,,,,387.8709,0.1052,5,0,0,5,0110,1,0000,0000,0
5260.0,,1.2849,,0.8179,,0.9859,,-4.7784,5,4,5,5,0000,1,1000,1111,0
5261.0,2.585,0.1512,0.773,0.0914,6.6098,0.1184,232.7755,0.0789,5,5,5,5,0000,1,0000,0000,0
5262.0,0.6519,0.1839,0.1627,0.2688,2.74,0.1216,53.0274,0.152,5,5,5,5,0000,0,0000,0000,0
5263.0,2.9039,0.0621,0.8354,0.1396,,,201.7531,0.097,5,5,0,5,0010,0,0000,0000,0
5264.0,2.7088,0.1973,1.372,0.1391,10.7714,0.0556,152.3344,0.1769,5,5,5,5,0000,0,0000,0000,0
5265.0,2.2707,0.5484,1.0335,0.2636,14.3932,0.1426,961.3911,0.1914,5,5,5,5,0000,1,0000,0000,0
5266.0,0.6476,0.4938,0.2923,0.1612,3.5052,0.0633,52.4591,0.0687,5,5,5,5,0000,1,0000,0000,0
5267.0,0.2285,0.2095,0.0542,0.1357,0.4552,0.0671,8.3601,0.0656,5,5,5,5,0000,0,0000,0000,0
5268.0,0.8469,0.1626,0.2595,0.1636,2.6643,0.0984,49.0927,0.0724,5,5,5,5,0000,0,0000,0000,0
5269.0,0.2366,0.3782,0.0794,0.127,0.9594,0.1092,8.5742,0.101,5,5,5,5,0000,0,0000,0000,0
5270.0,0.177,0.3242,0.0343,0.1699,0.173,0.1064,0.5772,0.5659,5,5,5,5,0000,1,0000,0000,0
5271.0,,0.2654,0.0298,0.2682,0.0924,0.1532,1.1728,0.2225,5,5,5,5,0000,0,0000,1000,0
5272.0,0.4008,0.3686,0.1673,0.4304,0.5145,0.1996,22.3235,0.3479,5,5,5,5,0000,0,0000,0000,0
5273.0,0.2652,0.337,0.2579,0.0484,4.1484,0.0141,30.6982,0.0857,5,5,5,5,0000,0,0000,0000,0
5274.0,0.414,0.2224,0.0901,0.416,0.2026,0.3702,6.3781,0.0515,5,5,5,5,0000,1,0000,0000,0
5275.0,1.0983,0.0666,0.4155,0.2458,2.8941,0.0822,72.6828,0.1201,5,5,5,5,0000,0,0000,0000,0
5276.0,1.293,0.3351,0.5801,0.1683,4.4258,0.0872,58.1593,0.1833,5,5,5,5,0000,1,0000,0000,0
5277.0,0.2764,0.325,0.0788,0.3242,0.4345,0.1761,17.9879,0.1766,5,5,5,5,0000,0,0000,0000,0
5278.0,1.5392,0.0599,0.6056,0.1803,,,98.7839,0.113,5,5,0,5,0010,0,0000,0000,0
5279.0,,0.5857,0.1243,0.3355,1.1083,0.1959,,0.212,5,5,5,5,0000,1,0000,1001,0
5280.0,2.0995,0.0598,0.7548,0.1122,,,679.0766,0.0387,5,5,0,5,0010,0,0000,0000,0
5281.0,0.7017,0.2756,0.229,0.3621,2.4226,0.2016,28.6563,0.2561,5,4,5,5,0000,0,0000,0000,0
5282.0,,0.6264,0.0212,0.4832,0.0393,0.3748,,0.1815,5,5,5,5,0000,0,0000,1001,0
5283.0,,0.6504,,,,,,0.273,5,0,0,5,0110,0,0000,1001,0
5284.0,,0.4858,,,,,,0.5105,5,0,0,5,0110,0,0000,1001,0
5285.0,0.5417,0.0659,0.1891,0.1384,0.2532,0.1302,5.8931,0.0854,5,5,5,5,0000,0,0000,0000,0
5286.0,,0.6064,0.5319,0.4611,7.6344,0.4387,,0.6203,5,5,5,5,0000,0,0000,1001,0
5287.0,1.4976,0.2501,,,,,120.7099,0.0803,5,0,0,5,0110,1,0000,0000,0
5288.0,1.1215,0.325,0.8503,0.1381,,,126.0839,0.0634,5,5,0,5,0010,1,0000,0000,0
5289.0,,0.2842,,,,,,0.7233,5,0,0,5,0110,0,0000,1001,0
5290.0,3.0944,0.0635,0.9838,0.068,,,72.9032,0.0247,5,5,0,5,0010,0,0000,0000,0
5291.0,,0.1084,,,,,202.3017,0.241,5,0,0,5,0110,0,0000,1000,0
5292.0,2.1243,0.1165,0.4365,0.1348,,,108.1105,0.1377,5,5,0,5,0010,0,0000,0000,0
5293.0,2.1257,0.2012,0.9971,0.4221,,,,0.1029,5,5,0,5,0010,0,0000,0001,0
5294.0,5.1374,0.2552,,,,,873.6965,0.06,5,0,0,5,0110,0,0000,0000,0
5295.0,1.593,0.1487,0.4582,0.1206,4.8369,0.0996,,0.0235,5,5,5,5,0000,0,0000,0001,0
5296.0,2.0889,0.39,1.2058,0.3965,11.8924,0.3112,128.1285,0.2804,5,5,5,5,0000,1,0000,0000,0
5297.0,1.254,0.0769,0.3899,0.1963,3.7273,0.0842,91.2355,0.1345,5,5,5,5,0000,0,0000,0000,0
5298.0,0.9028,0.5553,0.424,0.2346,2.186,0.1883,43.6471,0.222,5,5,5,5,0000,0,0000,0000,0
5299.0,0.7589,0.1334,0.1799,0.2441,0.2616,0.2913,8.2423,0.0996,5,5,5,5,0000,0,0000,0000,0
5300.0,0.3582,0.2747,0.1022,0.3403,0.1516,0.1968,4.2164,0.1596,5,5,5,5,0000,1,0000,0000,0
5301.0,1.8923,0.2044,0.6201,0.3745,3.6184,0.2161,53.9018,0.2435,5,4,5,5,0000,0,0000,0000,0
5302.0,8.238,0.1457,,,,,881.3452,0.1447,5,0,0,5,0110,1,0000,0000,0
5303.0,0.1535,0.2623,0.0422,0.2337,0.4887,0.1896,7.7265,0.2051,5,5,5,5,0000,0,0000,0000,0
5304.0,0.1664,0.254,0.0246,0.2201,0.2516,0.1209,4.7579,0.0845,5,5,5,5,0000,0,0000,0000,0
5305.0,0.3374,0.3148,0.1298,0.1424,0.5636,0.0835,4.5375,0.0821,5,5,5,5,0000,0,0000,0000,0
5306.0,0.7854,0.0773,0.1686,0.0868,2.6879,0.0849,39.5478,0.0574,5,5,5,5,0000,0,0000,0000,0
5307.0,1.763,0.2831,0.5081,0.2371,5.1144,0.0656,,0.1742,5,5,5,5,0000,0,0000,0001,0
5308.0,0.8613,0.035,0.3018,0.1006,1.8189,0.0235,21.7285,0.0568,5,5,5,5,0000,0,0000,0000,0
5309.0,0.6943,0.0895,0.193,0.0877,0.5231,0.1086,7.9304,0.1428,5,5,5,5,0000,0,0000,0000,0
5310.0,0.5334,0.7051,0.1148,0.6275,1.9594,0.1799,52.5156,0.1099,5,5,5,5,0000,0,0000,0000,0
5311.0,1.7762,0.055,0.9672,0.0842,,,237.7808,0.0248,5,5,0,5,0010,0,0000,0000,0
5312.0,0.0975,0.3049,0.0319,0.3791,0.063,0.284,1.1868,0.2387,5,5,5,5,0000,1,0000,0000,0
5313.0,,0.8821,0.0367,0.1473,0.4424,0.1082,1.2003,0.0954,5,5,5,5,0000,0,0000,1000,0
5314.0,0.2936,0.1422,0.1205,0.2625,0.731,0.1867,12.5062,0.2138,5,5,5,5,0000,1,0000,0000,0
5315.0,0.2261,0.1005,0.0613,0.161,0.1741,0.0508,3.1698,0.048,5,5,5,4,0000,0,0000,0000,0
5316.0,0.1682,0.4794,0.0521,0.263,0.1782,0.5031,8.7906,0.0708,5,5,5,4,0000,1,0000,0000,0
5317.0,0.3771,0.4138,0.0996,0.3118,0.1508,0.2652,,0.1851,5,5,5,5,0000,0,0000,0001,0
5318.0,0.4408,0.2101,0.1436,0.2779,1.1581,0.0697,,0.2028,5,5,5,5,0000,0,0000,0001,0
5319.0,0.3162,0.2656,0.0937,0.1866,0.6737,0.0699,15.857,0.0285,5,5,5,5,0000,0,0000,0000,0
5320.0,7.8808,0.1642,3.1022,0.258,,,462.749,0.0981,5,5,0,5,0010,1,0000,0000,0
5321.0,1.3722,0.3146,0.3508,0.0787,0.6477,0.12,27.7359,0.0668,5,5,5,5,0000,0,0000,0000,0
5322.0,0.3239,0.1924,0.0833,0.2577,0.4534,0.0611,13.441,0.1414,5,5,5,5,0000,0,0000,0000,0
5323.0,0.607,0.2662,0.1764,0.1034,0.4761,0.085,11.4991,0.0389,5,5,5,5,0000,0,0000,0000,0
5324.0,0.8,0.4454,0.123,0.2037,1.632,0.2562,36.0637,0.1638,5,5,5,5,0000,1,0000,0000,0
5325.0,1.2756,0.5523,0.3153,0.4227,,,3.8407,22.852,5,5,0,5,0010,1,0000,0000,0
5326.0,1.1885,0.2634,0.5697,0.2028,,,264.7363,0.1001,5,5,0,5,0010,1,0000,0000,0
5327.0,6.7233,0.0325,,,,,294.6273,0.1057,5,0,0,5,0110,1,0000,0000,0
5328.0,4.6941,0.1385,0.3663,0.2901,,,124.3982,0.1526,5,5,0,5,0010,0,0000,0000,0
5329.0,2.9241,0.1069,0.9439,0.1269,6.4232,0.1266,66.9216,0.0836,5,5,5,5,0000,1,0000,0000,0
5330.0,0.5995,0.3639,0.1866,0.6123,1.8129,0.5232,45.4337,0.4841,5,5,5,5,0000,1,0000,0000,0
5331.0,,0.1526,0.1397,0.0708,0.2979,0.0716,2.5031,0.0979,5,5,5,5,0000,0,0000,1000,0
5332.0,,0.2139,0.0444,0.4235,1.0917,0.414,,-3.691,5,5,5,5,0000,0,1000,1001,0
5333.0,3.4208,0.2308,,,,,197.0666,0.1091,5,0,0,5,0110,1,0000,0000,0
5334.0,2.0139,0.3389,0.6465,0.1606,6.388,0.0769,54.3884,0.0674,5,5,5,5,0000,1,0000,0000,0
5335.0,1.2554,0.5866,,0.6128,0.6699,0.616,20.486,0.331,5,5,5,5,0000,1,0000,0100,0
5336.0,,0.7121,0.1182,0.2949,0.5205,0.1865,3.2514,0.2989,5,5,5,5,0000,0,0000,1000,0
5337.0,1.2773,0.7355,0.3564,0.5575,2.3295,0.5193,51.5489,0.3444,5,5,5,5,0000,1,0000,0000,0
5338.0,,0.2987,0.018,0.1632,0.0537,0.1191,0.2637,0.4907,5,5,5,4,0000,0,0000,1000,0
5339.0,0.4655,0.6569,0.1487,0.5139,1.0462,0.1021,5.4476,0.5646,5,5,5,5,0000,0,0000,0000,0
5340.0,0.5024,0.511,0.16,0.3674,0.3551,0.3961,6.0575,0.3849,5,5,5,5,0000,0,0000,0000,0
5341.0,4.6078,0.2466,1.6524,0.0937,8.5391,0.1035,94.9884,0.0732,5,5,5,5,0000,1,0000,0000,0
5342.0,,0.3633,0.1516,0.2711,0.665,0.0954,4.8636,0.221,5,5,5,5,0000,0,0000,1000,0
5343.0,0.7242,0.2463,0.2738,0.1544,0.8333,0.094,0.4192,0.1927,5,5,5,5,0000,0,0000,0000,0
5344.0,0.9755,0.1726,0.275,0.1337,1.6773,0.106,,0.0827,5,5,5,5,0000,1,0000,0001,0
5345.0,,0.0238,0.9434,0.2543,1.0936,0.0297,0.1343,1.2871,5,5,5,4,0000,1,0000,1000,0
5346.0,0.3125,0.9157,0.0836,0.2122,0.9461,0.0903,23.4961,0.069,5,5,5,5,0000,0,0000,0000,0
5347.0,0.9048,0.0958,0.2511,0.1697,1.1948,0.0951,10.8017,0.0764,5,5,5,5,0000,0,0000,0000,0
5348.0,,0.3583,0.0304,0.4213,0.1581,0.1634,,0.417,5,5,5,5,0000,0,0000,1001,0
5349.0,,0.1138,0.1035,0.4348,,,26.5718,0.3617,5,5,0,5,0010,0,0000,1000,0
5350.0,3.2147,0.2649,,,,,168.41,0.0913,5,0,0,5,0110,0,0000,0000,0
5351.0,,0.5112,0.0986,0.1941,,,13.8133,0.324,5,5,0,5,0010,0,0000,1000,0
5352.0,0.0811,0.2355,0.0417,0.2994,0.3389,0.0445,2.2229,0.1041,5,5,5,5,0000,0,0000,0000,0
5353.0,0.7822,1.1544,,-4.1029,,0.2864,1.3096,0.0608,5,5,5,5,0000,0,0010,0110,0
5354.0,1.0329,0.1172,0.3189,0.1539,0.4103,0.0846,13.875,0.1134,5,5,5,5,0000,0,0000,0000,0
5355.0,2.2184,0.1068,0.3373,0.1491,3.6794,0.1313,40.5942,0.1669,5,5,5,5,0000,0,0000,0000,0
5356.0,0.587,0.4376,0.6128,0.1635,9.6701,0.1614,43.1246,0.3173,5,5,5,5,0000,1,0000,0000,0
5357.0,0.6716,0.362,0.106,0.2866,0.8158,0.1697,8.5069,0.1334,5,5,5,5,0000,1,0000,0000,0
5358.0,2.7069,0.2061,1.0286,0.2493,4.1534,0.0911,68.8334,0.2186,5,5,5,5,0000,0,0000,0000,0
5359.0,2.697,0.3454,0.8514,0.2371,3.6992,0.1215,,0.1399,5,5,5,5,0000,0,0000,0001,0
5360.0,1.8643,1.0626,0.7264,0.201,4.229,0.1003,73.6153,0.1778,5,5,5,5,0000,1,0000,0000,1
5361.0,0.1927,0.2678,0.0627,0.2768,0.288,0.282,3.5739,0.1708,5,5,5,5,0000,1,0000,0000,0
